ORF,T0.0,T0.5,T1.0,T1.5,T2.0,T2.5,T3.0,T3.5,T4.0,T4.5,T5.0,T5.5,T6.0,T6.5
YOR173W,0.7085,-0.03,-0.0935,0.3265,-0.598,-0.649,-0.4505,-0.36,-0.094,-0.4,-0.8585,0.2475,0.5895,-0.022
YBL086C,1.491,-0.337,-0.194,-0.031,-0.382,-0.651,-0.311,0.068,-0.488,-0.795,-0.65,0,0.327,-0.083
YOL144W,-0.131,0.063,0.579,0.753,0.235,0.028,-0.462,-0.305,-0.491,-0.154,0.081,-0.414,-0.728,-0.152
YBL089W,-0.5265,-0.3845,-0.155,-0.0395,-0.31,-0.034,0.207,-0.3005,0.0525,0.1955,0.2475,-0.42,-0.188,0.2125
YJR035W,0.31,0.901,0.281,0.414,-0.052,-0.216,-0.188,0.186,0.101,-0.037,-0.283,0.014,0.413,0.372
YOR322C,0.304,-0.943,-0.235,-0.015,0.089,0.048,0.052,0.108,0.054,-0.15,-0.127,-0.466,-0.128,-0.155
YOL126C,-0.298,0.771,0.584,0.219,-0.94,-0.775,0.139,0.815,1.055,0.681,0.424,0.711,0.903,0.401
YKR030W,0.499,0.427,0.333,0.509,0.393,0.337,0.236,0.164,-0.34,-0.113,0.387,0.198,-0.116,0.18
YGR286C,-1.409,0.791,-0.737,-0.682,-0.301,-0.204,0.184,0.398,-0.029,-0.227,-0.07,0.037,-0.361,-0.272
YHR191C,0.583,0.197,0.708,0.004,-0.43,-0.218,-0.195,-0.356,-0.324,-0.298,0.207,-0.167,-0.325,-0.072
YBR008C,-0.6125,-0.4605,-0.546,-0.3385,-0.2935,-0.325,-0.34,-0.238,-0.268,-0.0695,-0.3545,0.422,-0.029,0.3965
YKL001C,-0.6325,0.019,-0.5525,-0.47,-0.3125,-0.627,-0.49,-0.733,-0.1985,-0.285,-0.867,-0.1145,-0.161,-0.365
YMR127C,-0.655,-0.464,-0.15,-0.202,0.257,0.363,0.298,-0.162,-0.26,-0.058,0.21,-0.271,0.04,0.05
YJR126C,0.298,0.205,-0.034,0.23,-0.245,-0.24,0.091,0.449,0.081,0.058,0.017,0.333,0.675,0.241
YGL249W,-0.517,-0.507,1.424,-0.539,-0.054,-0.22,-0.38,-0.164,-0.326,-0.246,-0.257,-0.376,-0.313,0.472
YKL193C,0.701,-0.322,-0.542,-0.718,-0.951,-1.092,-0.857,-0.517,-0.384,-1.004,-0.462,-0.309,-0.059,-0.765
YPL031C,0.749,-0.005,-0.177,-0.094,-0.197,-0.269,-0.038,0.078,0.039,-0.332,-0.448,-0.062,0.093,-0.1
YMR209C,0.357,0.742,0.249,-0.127,0.287,0.339,0.389,-0.156,-0.407,0.071,0.389,-0.107,-0.377,-0.096
YMR147W,-0.75,0.154,-0.013,-0.848,0.063,-0.227,0.032,0.342,0.376,0.605,0.223,0.176,0.311,0.606
YBR171W,-0.1289,-0.5555,-0.183,0.0035,0.27,0.386,-0.14,0.0465,-0.085,-0.07,0.344,-0.1965,-0.295,-0.212
YNR041C,-1.547,-0.404,-0.67,-0.166,-0.223,0.306,0.069,0.003,0.263,-0.013,-0.166,0.327,0.25,0.121
YGL118C,0.06,-0.899,-0.19,0.097,0.04,0.098,-0.168,-0.735,-0.2,-0.594,0.035,-0.316,-0.621,-0.353
YLR019W,0.196,0.32,-0.259,-0.232,-0.1,0.11,0.004,0.167,0.275,0.086,0.101,0.229,0.037,-0.081
YPR114W,0.156,-0.339,-0.252,0.215,0.214,0.153,0.377,0.014,-0.026,-0.054,0.216,-0.224,-0.553,-0.381
YGL057C,-0.035,-0.085,-0.389,0.082,0.349,0.055,0.163,-0.035,-0.301,-0.291,-0.169,-0.3,-0.474,-0.41
YJL022W,0.513,-0.329,-0.044,-0.209,-0.218,-0.185,-0.112,-0.278,-0.336,-0.41,0.136,-0.339,-0.152,-0.232
YKL225W,-1.325,-0.919,-0.737,-0.646,-0.245,-0.661,-0.781,-0.51,-0.318,-0.391,-0.66,-0.426,-0.786,-0.506
YBR217W,0.33,0.3025,0.4355,0.3025,0.2375,0.28,0.1565,-0.4155,-0.1075,-0.0055,0.1905,-0.209,-0.747,0.062
YDR211W,-0.969,-0.159,-0.019,0.436,0.251,0.301,0.336,0.039,0.052,0.424,0.061,0.131,-0.103,0.101
YKL165C,-1.815,-1.121,-0.41,0.376,-0.172,0.319,0.55,0.04,-0.082,-0.089,0.017,-0.358,-0.263,-0.227
YBR246W,-0.1765,-1.451,-0.589,-0.147,0.0795,-0.1745,0.0815,-0.162,-0.91,0.076,-0.3585,0.302,-0.558,-0.4235
YGL146C,0.317,0.363,0.535,0.968,0.714,0.758,-0.13,0.561,0.319,0.266,0.608,-0.059,-0.055,0.576
YPL223C,0.27,0.078,0.705,1.984,1.028,0.258,0.013,-0.349,-0.178,-0.663,-1.042,-1.005,0.001,0.581
YDR525W,0.09,0,-0.052,-1.373,-0.177,-0.217,-0.098,-0.211,-0.265,-0.356,0.059,-0.177,-0.215,0.032
YOL060C,0.361,0.109,0.019,-0.146,0.114,0.08,-0.137,0.296,0.439,0.224,0.24,0.435,0.178,0.414
YLR182W,-0.412,-0.595,-0.754,-0.453,-0.145,-0.077,-0.129,0.013,0.312,0.44,-0.087,0.447,-0.113,-0.095
YLR218C,0.413,-0.059,0.023,0.522,-0.515,-0.31,-0.048,-0.096,-0.187,-0.187,0.198,-0.098,0.165,0.179
YPL168W,-0.57,-1.202,-0.832,-0.644,-0.078,-0.028,-0.395,-0.272,-0.118,-0.384,-0.439,-0.058,-0.267,-0.009
YDL248W,0.339,0.752,0.082,0.196,-0.068,0.04,0.187,0.418,-0.06,-0.168,0.112,0.062,0.437,0.442
YLR073C,-0.308,-0.071,0.164,0.653,0.822,0.505,0.203,-0.096,-0.32,-0.104,0.075,-0.712,-0.27,-0.244
YLL022C,-0.645,-0.636,-0.066,0.397,0.738,0.556,0.705,0.516,-0.016,-0.104,0.248,-0.257,-0.381,-0.045
YML035C,-0.423,-0.295,-0.298,0.032,-0.258,-0.565,-0.233,-0.206,-0.086,-0.345,-0.596,-0.108,-0.378,-0.05
YIL021W,-0.123,0.074,-0.004,-0.124,-0.058,-0.024,-0.089,0.224,-0.023,0.074,0.342,0.075,0.189,0.244
YAL011W,-0.1545,0.0255,-0.0885,0.144,-0.073,-0.069,-0.0955,-0.31,-0.2905,-0.2465,-0.3085,-0.202,-0.237,-0.1215
YHR162W,0.765,1.283,-0.179,-0.208,0.586,0.347,0.347,0.277,0.057,0.222,0.303,0.388,-0.151,0.298
YPR176C,-0.416,-0.234,-0.434,0.033,-0.01,0.227,0.054,-0.148,-0.108,0.048,0.079,-0.134,-0.372,-0.098
YHR214W,1.266,0.684,0.166,0.007,0.181,-0.008,-0.04,0.355,0.142,0.269,0.106,0.186,0.082,0.62
YDR486C,0.448,0.005,-0.231,-0.279,-0.329,-0.212,-0.417,0.025,0.182,-0.149,-0.032,0.15,-0.027,0.251
YGR178C,0.654,0.24,0.315,0.532,-0.096,0.231,0.249,0.393,0.349,0.447,0.045,0.34,0.461,0.266
YPL108W,0.081,-0.232,0.053,0.649,0.526,0.175,0.039,-0.689,-0.381,0.1,-0.158,-0.576,-1.03,-0.154
YCR043C,-0.623,-0.009,0.177,0.228,0.273,0.359,0.319,0.08,-0.178,-0.011,0.185,-0.318,-0.242,-0.008
YDR389W,-0.497,0.062,-0.064,0.541,-0.005,0.34,0.465,0.145,0.394,0.53,0.141,0.294,0.644,-0.11
YGR055W,-1.467,-0.043,-0.105,0.596,0.277,0.481,-0.35,0.399,0.352,0.591,0.047,0.271,0.449,0.251
YPL069C,-0.461,-0.499,-0.226,-0.213,-0.184,-0.664,-0.651,-0.48,-0.461,-0.673,-0.493,-0.625,-0.582,-0.52
YDR165W,-0.868,0.002,-0.03,0.208,0.471,0.465,0.261,-0.129,-0.271,0.172,0.134,-0.445,-0.5,-0.153
YNL237W,0.766,0.153,-0.28,-0.063,-0.627,-0.983,-0.717,-0.126,0.265,-0.164,-0.447,0.384,0.628,0.548
YBL090W,0.1625,-0.48,-0.2055,0.2525,0.306,-0.052,0.0975,-0.034,-0.226,-0.173,0.089,0.092,-0.1855,0.021
YMR148W,0.44,0.176,0.289,0.122,-0.064,-0.002,0.153,0.181,0.1035,0.108,0.23,0.267,0.704,0.378
YPL188W,0.224,0.654,0.116,0.168,0.293,0.035,0.59,-0.19,-0.408,0.063,0.203,-0.016,0.057,0.206
YKL060C,0.825,0.656,1.391,1.616,1.098,0.962,0.86,0.137,0.4412,0.606,0.201,0.583,0.876,0.718
YJR162C,-0.59,-0.243,-0.432,-0.36,0.105,0.074,-0.267,-0.184,-0.161,0.021,-0.021,-0.144,-0.389,0.138
YGR141W,0.346,0.443,-0.238,-0.258,-0.223,-0.375,-0.629,-0.064,0.048,-0.127,-0.387,0.38,0.389,0.611
YHL036W,0.156,0.211,-0.078,0.284,-0.266,-0.439,-0.561,-0.394,-0.611,-0.743,-0.226,-0.492,-0.812,-0.079
YDR187C,-0.082,0.419,0,0.478,0.291,0.415,0.367,0.403,0.658,0.771,0.292,0.407,0.334,0.161
YJL015C,0.251,0.202,0.365,-0.166,-0.146,-0.109,-0.164,-0.741,-0.515,-0.483,-0.1,-0.457,-0.619,0.006
YDL078C,0.802,0.889,0.736,0.187,-0.193,0.072,0.177,0.75,0.649,0.326,0.319,0.63,1.009,1.096
YOR079C,-0.488,-0.447,-0.286,0.108,0.237,0.042,0.043,-0.185,-0.467,-0.595,-0.062,-0.647,-0.711,-0.517
YBL025W,-0.6315,-0.003,-0.504,-0.6435,-0.0145,-0.4035,0.1355,-0.082,0.319,-0.1785,-0.1355,0.07,-0.0495,0.2335
YLR308W,-0.2695,-0.986,-0.186,0.1795,-0.3755,-1.4745,-0.488,-0.495,-0.068,-0.0335,-0.224,-0.804,-0.2451,-0.3125
YCL001W,0.066,0.183,0.083,-0.079,0.028,0.1207,0.361,0.042,0.038,-0.131,0.234,-0.208,-0.352,-0.141
YDL001W,0.586,-0.062,-0.179,0.664,0.414,0.164,0.216,-0.228,-0.306,-0.366,0.052,-0.416,-0.64,-0.269
YLR246W,0.484,0.094,0.133,-0.26,-0.371,-0.046,-0.137,0.17,0.269,0.047,0.233,0.022,-0.13,0.159
YLR415C,0.244,-0.258,-0.097,-0.067,-0.104,-0.16,-0.242,-0.458,-0.106,-0.319,-0.202,-0.121,-0.045,-0.323
YIL024C,-0.033,0.013,-0.068,-0.208,-0.021,0.184,0.322,0.203,0.112,-0.104,0.184,0.011,-0.101,-0.178
YOR319W,0.237,-0.146,0.013,0.272,0.286,0.162,0.082,-0.23,-0.223,-0.243,0.122,-0.264,0.028,-0.087
YDR274C,0.392,0.2567,-0.2333,-0.1763,-0.0223,-0.147,-0.1103,-0.2417,-0.3357,-0.2393,-0.407,-0.444,0.0323,-0.1007
YJR011C,0.344,0.479,0.066,-4.623,-0.516,-0.098,0.1768,-0.579,-0.794,-0.283,-0.016,-0.025,1.049,-0.004
YMR163C,-0.744,-1.232,-0.819,-0.728,-0.46,-0.074,0.021,0.302,0.265,0.003,-0.368,0.441,0.259,-0.1
YJR015W,-0.408,0.347,0.061,0.139,-0.119,-0.093,-0.202,-0.091,0.091,0.122,-0.07,-0.003,0.08,0.261
YOR302W,-2.046,-1.246,-0.164,0.606,0.261,0.203,-0.486,-0.517,-0.042,-0.184,-1.089,-0.322,0.249,0.46
YKL050C,-0.645,-0.222,-0.535,-0.164,-0.327,-0.781,-0.56,-0.498,-0.288,-0.443,-0.555,-0.253,-0.117,-0.185
YOR354C,-0.574,-0.74,-0.352,-0.249,0.069,0.297,0.008,0.185,0.111,0.113,0.346,-0.044,-0.121,-0.182
YGR180C,0.795,0.808,0.811,0.79,0.03,0.244,0.192,0.281,0.137,0.345,0.218,-0.023,-0.056,-0.248
YDR118W,0.115,0.173,-0.016,-3.486,-0.021,-0.29,0.534,-0.303,-0.295,-0.226,0.02,-0.335,-0.365,0.055
YMR138W,-0.276,-0.382,-0.531,-0.317,0.138,-0.445,-0.123,-0.231,-0.356,-0.543,-0.392,-0.527,-0.516,-0.454
YHL031C,1.054,0.442,0.496,-0.733,0.215,0.178,0.071,-0.055,0.061,-0.371,0.349,0.176,0.226,0.295
YJL172W,-0.219,-0.645,-0.62,-0.79,-0.785,-0.539,-0.759,-0.148,0.276,0.231,0.029,0.356,0.427,0.577
YJR120W,0.041,-0.555,-0.349,-0.1965,-0.085,-0.524,0.0455,0.31,0.432,0.3395,-0.0185,0.192,0.132,0.252
YGL031C,-0.1,0.251,0.46,1.084,1.176,0.78,0.877,0.666,0.199,-0.12,0.281,0.195,-0.272,-0.306
YBR251W,-0.197,-0.4365,-0.3625,0.053,-0.0125,0.2195,-0.13,0.4395,0.4325,0.2255,-0.0205,0.311,0.427,0.39
YDL049C,-0.868,0.408,-0.121,0.094,0.029,-0.058,-0.28,-0.273,-0.098,-0.042,-0.008,-0.195,-0.603,-0.733
YDR379W,0.065,-0.085,0.07,-0.047,-0.167,-0.24,-0.031,-0.27,-0.129,0.109,-0.17,0.035,0.243,0.047
YDR097C,-1.635,-1.035,-0.834,-0.118,0.339,0.751,0.57,0.338,-0.166,0.052,-0.024,-0.561,-0.622,-0.132
YDL096C,-1.169,-0.08,-0.279,-0.323,0.416,0.423,0.322,0.92,0.67,0.723,0.407,0.439,0.201,0.552
YOR340C,-0.988,-0.117,0.136,0.652,1.176,0.703,0.257,-0.062,-0.277,0.057,0.265,-0.706,-0.858,-0.267
YLR430W,-0.369,0.205,0.009,0.269,0.021,-0.015,0.044,0.502,0.11,0.23,-0.087,-0.016,0.29,0.023
YBR271W,-1.278,-0.252,-0.111,0.093,0.836,0.159,-0.365,-0.105,-0.218,0.016,-0.064,-0.531,-0.903,-0.231
YDL185W,-0.239,0.152,-0.108,0.002,-0.088,-0.197,0.159,-0.1,0.246,-0.014,-0.219,-0.006,-0.08,-0.217
YAL028W,0.861,0.023,-0.11,0.298,0.0815,-0.0705,0.216,0.255,0.244,0.054,0.025,0.199,0.145,0.0345
YER046W,0.703,0.234,0.346,0.272,0.074,0.11,0.026,-0.452,-0.112,-0.394,0.091,-0.33,-0.27,-0.312
YLR293C,-0.317,-0.218,0.392,0.672,0.836,0.773,0.761,0.251,0.162,0.292,0.208,0.203,-0.09,-0.09
YJR067C,-0.461,-0.553,-0.156,-0.035,-0.085,0.141,-0.038,-0.018,-1.229,-0.091,0.052,-0.492,-0.442,-0.234
YOR193W,1.153,0.014,0.021,-0.049,-0.001,-0.396,-0.215,-0.339,-0.326,-0.633,0.082,-0.37,-0.17,-0.282
YNL244C,-0.563,-0.626,-0.562,-0.198,-0.001,-0.05,-0.223,-0.105,0.09,-0.126,-0.285,0.193,-0.176,-0.469
YIL064W,-0.596,0.006,-0.108,0.327,0.443,0.302,0.425,-0.113,-0.353,-0.409,-0.119,-0.365,-0.598,-0.205
YNR061C,-0.307,-0.082,-0.043,0.238,-0.045,0.008,0.023,-0.053,-0.076,-0.174,0.028,0.039,0.131,-0.118
YDR279W,-0.781,-0.672,-0.644,-0.498,0.34,-0.072,-0.114,-0.248,-0.543,-0.706,-0.187,-0.794,-1.071,-0.574
YPL276W,-0.291,-0.48,0.303,0.037,0.316,-0.089,0.015,-0.142,0.174,0.154,0,-0.251,0.204,0.059
YAL038W,-0.1385,0.196,0.473,1.058,0.7415,0.501,0.4785,0.412,0.456,0.2725,-0.446,0.1635,0.3295,0.6305
YJL213W,0.201,-0.05,0.092,0.284,0.079,0.026,0.073,0.149,0.08,-0.152,0.12,0.11,0.226,0.181
YHR172W,-0.27,-0.591,-0.416,0.161,0.127,0.391,0.424,0.641,0.28,-0.021,0.063,0.139,0.365,0.067
YGL141W,0.245,-0.215,-0.333,-0.245,-0.028,-0.393,-0.023,-0.441,-0.019,-0.301,-0.283,0.184,0.102,-0.207
YNL224C,0.941,0.059,0.126,0.199,0.084,-0.145,-0.466,-0.216,-0.516,-0.37,-0.199,-0.434,0.151,-0.157
YOL059W,1.593,0.32,0.138,0.406,0.004,-0.12,-0.006,0.01,-0.18,-0.284,-0.156,-0.006,-0.066,0.024
YGL041C,0.619,-0.21,0.058,-0.211,0.202,-0.158,0.024,0.041,-0.128,-0.211,0.111,-0.084,-0.231,-0.124
YBL111C,-1.2055,-0.2505,-0.0845,0.228,0.2075,0.6145,0.7385,0.4755,0.4185,0.5175,0.1285,0.3595,0.1745,0.521
YHR073W,0.474,-0.098,-0.014,0.274,0.113,0.255,0.229,0.28,-0.135,-0.148,0.099,-0.112,-0.476,-0.097
YBR144C,-1.037,-3.158,-3.773,-1.218,-0.315,-0.147,0.67,-0.238,-0.549,0.528,-0.666,0.156,-0.2399,0.159
YLR451W,-0.0615,0.029,-0.063,0.4715,0.2975,0.1785,0.081,-0.0995,-0.1895,-0.225,-0.065,-0.234,-0.2995,-0.257
YFR001W,-0.581,-0.103,0.248,0.297,0.608,0.404,0.223,-0.403,-0.528,-0.227,0.273,-0.641,-0.623,-0.337
YML064C,-0.953,-0.535,-0.335,-0.498,-0.054,-0.576,-0.014,-0.014,-0.02,-0.175,-0.148,-0.129,-0.295,-0.237
YJL148W,-0.86,0.034,-0.042,0.187,0.774,0.744,0.186,-0.26,-0.534,-0.314,0.079,-0.976,-0.874,-0.691
YLR226W,-0.245,-0.389,-0.528,-0.113,0.122,0.195,-0.1,0.015,0.045,-0.055,-0.128,-0.187,-0.041,-0.091
YOR162C,-0.419,0.238,-0.032,0.024,-0.053,0.165,0.022,0.206,0.224,0,0.083,0.318,0.173,0.169
YOL046C,0.758,-0.675,-0.732,-0.644,-0.252,-0.506,-0.119,-0.459,-0.241,-0.596,-0.16,-0.652,-0.237,-0.102
YBR098W,-0.4115,-0.2345,-0.308,-0.142,-0.1745,0.1095,-0.525,-0.1845,-0.2175,-0.2135,0.0445,-0.4555,-0.6955,-0.15
YGR169C,-0.786,-0.082,-0.585,-0.326,-0.241,-0.301,-0.377,-0.274,0.062,0.082,-0.285,0.163,0.172,0.097
YLR077W,-0.404,-0.295,0.02,0.122,0.071,0.047,0.09,-0.005,-0.021,0.014,-0.116,0.382,0.272,0.024
YNL277W,-0.329,0.615,0.561,0.473,0.462,-0.125,-0.38,-0.02,0.13,0.122,-0.07,0.005,-0.309,0.076
YOR304W,0.286,-0.006,-0.242,-0.081,0.035,0.135,-0.263,-0.211,0.003,0.109,-0.175,-0.01,0.229,-0.144
YOR076C,-0.01,-0.476,-0.177,-0.323,-0.12,0.017,-0.054,-0.292,0.005,-0.129,0.173,-0.012,2.507,0.024
YBL005W,0.5235,0.101,0.545,0.559,0.405,0.1785,0.1005,-0.072,0.0215,0.0735,-0.2075,0.054,-0.1915,0.2565
YDL164C,-1.509,-0.622,-0.178,-0.252,0.364,0.531,0.157,0.399,0.13,0.377,0.28,-0.025,-0.486,0.35
YDR335W,0.04,0.085,-0.077,0.602,-0.054,0.182,0.252,0.159,0.304,0.561,-0.047,0.254,0.191,0.047
YGL114W,-0.03,0.931,0.62,0.625,0.425,0.48,0.585,0.53,0.117,0.479,0.505,0.089,0.177,0.648
YLR129W,-1.138,-0.322,-0.355,0.049,0.377,0.19,-0.113,-0.224,-0.094,-0.138,-0.519,-0.598,-0.533,-0.477
YDL144C,0.0753,-0.241,-0.301,0.092,-0.1147,0.1,-0.2307,0.1077,0.2553,0.079,-0.253,-0.0573,0.7637,0.1843
YGL148W,-1.188,0.126,0.164,1.03,1.04,1.097,0.521,0.635,0.216,0.539,0.793,0.093,-0.254,0.412
YER134C,0.054,-0.101,-1.1245,-0.1235,-0.306,-0.1975,-0.278,-0.1565,-0.0025,-0.089,-0.192,0.368,0.5225,-0.0015
YLL042C,-0.394,-0.42,-0.397,0.221,0.109,-0.313,-0.074,-0.212,-0.293,-0.225,-0.072,-0.463,-0.38,-0.272
YDR133C,0.323,-0.619,-0.782,-0.756,-0.086,-0.137,0.534,0.414,0.266,0.131,0.455,0.439,0.18,0.168
YBR260C,0.29,0.265,0.242,0.169,-0.309,-0.028,0.107,0.29,0.294,0.459,-0.077,0.261,0.287,0.215
YPL243W,0.163,-0.184,-0.372,0.239,0.091,-0.062,0.013,-0.417,-0.401,-0.256,-0.304,-0.321,-0.617,-0.731
YER166W,-0.534,-0.269,-0.013,-0.425,-0.047,-0.068,0.26,0.146,0.065,0.192,-0.068,0.213,0.41,0.172
YOR288C,-0.6,-0.051,-0.437,-0.179,-0.091,-0.115,0.506,-0.234,0.176,0.319,-0.36,0.274,0.976,-0.088
YJR115W,-0.478,-0.276,-0.367,-0.434,-0.798,-1.046,-0.576,-0.486,0.084,-0.236,-0.543,0.21,-0.229,-0.293
YOR152C,0.622,0.198,0.4,0.542,0.003,-0.342,-0.356,-0.582,-0.484,-0.384,-0.073,-0.485,-0.256,0.201
YPL116W,-0.536,-0.975,-0.746,-0.715,-0.36,0.083,0.166,1.028,0.664,0.607,-0.282,0.508,0.253,0.143
YLR109W,0.41,0.088,0.074,0.372,-0.466,-0.783,-0.789,-0.763,-0.393,-0.66,-1.066,0.156,0.653,0.512
YDL098C,-0.064,0.37,0.158,-0.186,0.071,-0.007,0.364,0.21,0.025,-0.222,0.206,-0.238,-0.176,0.1
YGR258C,0.786,0.195,0.097,0.165,-0.132,-0.19,-0.03,-0.164,-0.213,-0.233,-0.235,0.254,-0.126,0.195
YML131W,-0.211,0.988,0.55,0.205,-0.47,-0.437,-0.595,-0.233,-0.111,-0.181,-0.046,0.341,0.768,0.481
YPR012W,-0.49,-0.389,-0.576,-0.302,-0.65,-0.72,-0.705,-0.398,0.313,0.031,-0.691,-0.155,0.034,-0.474
YGL254W,0.117,0.232,0.242,0.033,0.054,0.427,0.313,0.112,0.144,0.315,0.156,-0.08,0.034,0.418
YDL222C,2.331,1.092,0.937,0.651,-0.805,-1.31,-0.764,-0.264,-0.213,-0.798,-1.985,-0.184,1.03,0.677
YOR096W,-0.627,0.317,0.622,1.1,0.757,0.915,1.164,0.435,0.096,0.281,0.504,0.054,-0.317,0.058
YGR115C,0.797,0.367,0.353,0.359,0.028,0.28,0.252,0.281,0.105,0.212,0.466,0.291,0.005,0.288
YER037W,0.726,-0.226,-0.35,0.39,0.299,-0.3,-0.308,-0.43,-0.496,-0.666,-0.277,-0.569,-1.767,-0.156
YKL182W,-1.096,0.4655,-0.1095,-0.362,-0.2925,0.036,0.168,0.037,0.2655,0.3975,0.0485,0.514,-0.108,0.1065
YGR105W,0.033,0.11,0.281,-0.136,-0.202,0.184,0.226,0.121,-0.092,-0.106,0.579,-0.233,-0.223,0.034
YBR256C,-0.1335,-0.243,-0.207,-0.135,-0.203,-0.446,-0.3285,-0.1,-0.0105,-0.0825,-0.223,0.163,0.264,0.0105
YMR113W,-0.016,-0.437,-0.601,-0.729,-0.451,-0.679,-0.649,-0.443,-0.326,-0.53,-0.499,-0.384,-0.502,-0.567
YNL264C,0.187,-0.096,-0.231,-0.667,-0.483,0.075,0.124,0.145,-0.014,-0.166,0.059,0.164,0.229,-0.15
YHR163W,-1.098,-0.033,-0.115,-0.154,0.387,-0.227,0.037,0.153,-0.107,-0.123,0.039,-0.055,-0.433,-0.222
YJR075W,-0.661,0.093,-0.275,0.277,0.38,0.368,0.239,0.322,0.261,0.14,0.266,-0.083,0.045,0.072
YLR112W,-0.242,-0.374,-0.37,-0.086,-0.245,-0.131,-0.083,-0.248,0.014,-0.149,0.115,0.137,-0.556,0.246
YDR046C,-0.572,0.051,-0.444,-0.035,0.017,0.47,0.477,0.892,0.54,0.868,0.298,0.45,0.311,0.381
YMR266W,-0.406,-0.195,-0.2985,0.2175,-0.015,-0.236,0.0075,-0.135,-0.255,0.11,-0.162,-0.129,-0.0835,0.1195
YBL095W,0.58,0.2795,0.2335,0.244,-0.052,0.333,0.643,0.3225,0.2855,0.1975,0.395,0.3365,0.393,0.447
YCR064C,0.407,0.341,0.379,0.206,0.402,0.347,0.428,0.316,0.061,0.073,0.217,-0.096,0.168,0.206
YPR032W,-0.358,-0.524,-0.86,-0.379,-0.231,-0.206,-0.426,-0.127,0.23,-0.36,-0.332,-0.085,-0.766,-0.244
YBR084C-A,-0.545,0.3525,0.4225,0.479,0.8225,0.759,0.1035,0.7605,0.3575,0.2125,0.3485,-0.032,-0.1775,-0.0215
YCR098C,-0.238,1.586,1.05,1.119,1.031,0.635,-0.114,-0.817,-1.443,-1.666,-0.725,-1.358,-2.246,-1.522
YHR161C,0.973,0.303,0.016,0.067,0.033,-0.563,-0.242,-0.085,-0.138,-0.388,-0.236,0.018,0.081,0.056
YMR243C,-0.488,-0.378,-0.387,-0.388,0.348,0.366,0.23,0.367,0.227,0.363,0.311,0.19,0.166,0.091
YHR182W,-0.213,-0.044,-0.52,-0.239,0.076,-0.061,-0.07,0.247,0.197,-0.024,-0.346,-0.212,-0.522,0.283
YOL077C,-1.531,-0.405,-0.235,0.601,1.019,0.607,0.474,-0.221,-0.683,-0.407,0.034,-0.981,-1.144,-0.748
YNL198C,0.387,-0.202,0.077,-0.309,-0.329,-0.127,-0.093,-0.154,-0.431,-0.455,0.096,-0.82,0.641,-0.026
YGL209W,-0.183,-0.344,-0.3445,-0.047,-0.2325,-0.277,-0.145,0.0495,0.1935,0.0765,-0.2135,0.1705,0.1485,0.006
YDR502C,-1.316,0.589,-0.174,0.37,0.68,0.856,0.653,0.871,0.138,0.597,0.556,0.019,-0.397,-0.058
YDR420W,0.3505,0.1705,0.1815,0.2155,0.169,0.16,0.2415,0.0025,0.2525,0.2465,-0.037,0.2795,-0.1205,0.1355
YDR490C,-0.505,0.265,-0.064,0.025,-0.257,-0.282,-0.17,-0.22,0.398,0.167,0.047,0.286,0.472,0.098
YBR145W,-0.8065,0.7175,0.468,0.6695,0.0725,0.3145,0.4935,0.5155,0.38,0.4815,0.243,-0.0275,0.136,0.499
YLR172C,-0.466,0.616,-0.078,0.327,0.191,0.45,0.135,0.622,0.167,0.342,0.068,0.234,0.259,0.502
YBR181C,-1.1925,-0.038,0.0845,0.4495,0.491,0.5805,0.102,0.5555,0.528,0.5115,0.108,0.202,-0.066,0.086
YKL168C,0.665,0.045,-0.498,0.392,0.038,-0.267,-0.607,-0.207,0.045,-0.111,-0.17,0.181,-0.054,0.26
YEL039C,0.558,0.044,0.029,-0.245,-0.087,0.07,-0.086,-0.229,-0.151,-0.231,0.101,-0.002,0.145,-0.108
YNR051C,0.406,-0.052,-0.347,0,-0.005,0.025,0.247,-0.047,-0.098,0.092,0.166,-0.303,-0.138,-0.253
YPL137C,-0.868,-0.206,0.193,0.682,0.341,0.364,-0.016,-0.048,0.298,0.227,-0.538,-0.055,0.421,0.086
YPL237W,-0.205,-0.291,-0.094,0.701,0.631,0.359,0.306,0.125,-0.146,-0.338,0.128,-0.225,-0.537,-0.268
YLR264W,-1.073,0.297,0.664,0.606,0.809,0.703,0.589,0.605,0.321,0.548,0.609,0.285,-0.183,0.336
YJL076W,-0.573,-0.218,-0.267,0.099,0.192,0.141,0.115,0.151,0.499,0.537,-0.087,0.197,0.124,0.145
YNL143C,0.691,0.278,0.419,0.064,0.169,0.255,0.226,-0.258,-0.117,-0.141,0.319,-0.245,0.406,-0.095
YDR455C,-0.252,-0.262,-0.433,0.077,-0.165,-0.309,0.114,0.183,-0.132,0.009,0.103,0.03,-0.095,0.102
YMR044W,0.497,-0.527,-0.156,-0.054,-0.047,-0.111,-0.195,-0.156,-0.175,-0.1,-0.179,0.261,-0.865,-0.085
YBR263W,-0.668,0.182,0.66,0.752,0.292,0.749,0.671,0.908,0.558,0.713,0.567,0.601,0.453,0.787
YGL198W,0.582,0.264,-0.017,-0.091,0.065,0.071,-0.356,0.409,0.14,-0.08,0.182,0.305,-0.081,0.588
