ORF,T0.0,T0.5,T1.0,T1.5,T2.0,T2.5,T3.0,T3.5,T4.0,T4.5,T5.0,T5.5,T6.0,T6.5
YLR351C,0.0715,-0.4245,-0.28,-0.024,-0.0815,-0.5645,-0.375,0.1535,0.068,-0.0345,-0.2665,0.075,0.153,0.195
YCL035C,1.596,0.095,0.125,0.963,-0.001,-0.203,-0.254,0.065,-0.191,-0.377,-0.256,0.123,0.143,0.236
YJR001W,-0.541,-0.218,-0.374,-0.752,-0.36,-0.07,0.134,0.064,-0.021,-0.026,-0.338,0.06,-0.185,-0.319
YIL129C,-1.6185,-1.167,-0.665,-0.221,-0.004,-0.1,-0.2485,0.176,0.4345,0.259,-0.2505,0.0235,-0.0405,-0.4195
YER020W,2.374,0.622,0.631,-0.056,-0.041,-0.087,0.034,0.097,0.006,-0.182,-0.036,0.254,0.349,0.433
YCR001W,-0.326,-0.397,-0.498,-0.526,-0.411,-0.403,-0.714,-0.345,-0.285,-0.209,-0.153,0.166,-0.622,-0.383
YNR042W,-1.083,-1.038,-0.331,-0.368,-0.009,0.356,0.139,0.449,0.429,0.48,-0.032,0.19,0.495,0.105
YJL101C,0.084,0.611,-0.014,0.075,-0.273,-0.217,-0.098,-0.041,0.136,0.349,0.035,0.364,-0.055,-0.053
YLL020C,1.089,0.026,0.307,0.2531,-0.008,-0.203,-0.006,-0.119,-0.214,-0.451,-0.09,-0.111,-0.275,-0.125
YEL056W,0.643,0.238,0.181,-0.219,0.229,0.311,0.51,0.154,0.167,0.195,0.642,-0.106,-0.15,0.2
YIL149C,0.0425,0.0595,-0.1655,-0.06,-0.2335,-0.221,-0.551,-0.223,0.41,-0.0285,-0.477,-0.651,0.68,-0.12
YGL014W,-0.395,-0.536,-0.5085,-0.038,-0.0175,0.241,0.2135,0.0105,0.302,0.5145,-0.045,0.24,-0.1735,0.1135
YGL116W,-1.131,-0.575,-0.424,-0.608,-0.67,-0.499,-0.5,-0.068,0.413,0.453,0.757,0.487,0.187,0.396
YPR189W,-0.3,-0.0405,-0.3335,0.3395,-0.119,0.0535,-0.2065,0.017,0.3275,-0.038,-0.3065,0.0075,-0.3655,0.0015
YER030W,0.674,0.216,0.062,-0.055,0.173,0.076,-0.044,0.175,0.009,-0.15,0.178,0.012,-0.042,-0.144
YIL080W,0.542,-0.147,-0.204,-0.506,0.063,-0.194,-0.128,-0.191,-0.238,-0.375,-0.333,-0.374,-0.157,-0.171
YMR130W,-0.35,0.013,-0.204,0.291,0.205,0.096,0.154,0.043,-0.304,0.15,0.402,-0.316,0.059,-0.219
YMR074C,-0.058,-0.107,0.076,0.094,0.131,-0.053,0.138,0.076,0.028,-0.325,-0.258,-0.392,0.105,-0.07
YBR140C,0.006,0.0357,-0.092,0.4203,0.0933,0.1461,0.1762,0.1143,0.081,-1.4487,-0.0843,0.0441,0.0243,0.2146
YGL093W,0.1025,-0.3075,-0.438,0.0515,-0.0135,-0.071,0.249,0.123,0.2735,0.1945,-0.1155,0.065,0.3315,-0.147
YFR024C-A,0.468,0.874,0.398,0.251,-0.153,0.121,0.199,0.618,0.571,0.496,0.436,0.623,0.915,0.575
YDL046W,0.282,0.205,-0.021,-0.373,-0.47,-0.488,-0.151,0.31,0.391,0.537,0.229,0.594,0.802,0.491
YJL026W,0.626,0.699,0.561,0.53,0.077,0.066,0.023,0.092,-0.005,-0.062,-0.046,0.151,-0.328,-0.481
YLR106C,-0.248,0.333,-0.382,0.123,-0.758,-0.318,0.145,0.352,0.357,0.453,-0.534,0.222,0.234,0.608
YIL109C,0.365,0.118,-0.141,0.123,0.398,0.028,0.471,0.309,0.272,0.151,0.005,0.172,-0.165,0.055
YJR004C,-0.118,0.009,-0.668,-0.338,-0.258,-0.453,-0.256,-0.12,-0.118,-0.072,-0.051,-0.334,-0.899,-0.225
YDR173C,0.074,0.011,0.243,0.177,-0.081,0.001,-0.132,-0.278,-0.043,-0.294,0.011,-0.092,-0.974,-0.065
YAL045C,0.1935,-0.2365,-0.1915,-0.209,-0.11,-0.535,-0.2615,-0.015,-0.072,-0.2695,-0.144,-0.2175,-0.2685,-0.1925
YBR244W,-0.443,-0.4815,-0.208,0.29,0.248,-0.057,-0.065,-0.2645,-0.466,-0.2375,-0.024,-0.4765,-0.313,-0.2685
YPL278C,-0.276,-0.433,-0.096,-0.659,0.063,0.017,-0.06,-0.239,-0.091,0.047,-0.121,-0.051,-0.082,0.076
YHL016C,-0.604,-0.103,-0.384,-0.292,-0.241,-0.496,-0.215,-0.257,-0.421,-0.496,-0.694,-0.36,-0.774,-0.197
YOR292C,0.663,0.272,0.48,0.299,0.056,0.192,0.686,-0.251,-0.359,-0.108,-0.074,0.05,-0.433,0.131
YER103W,1.401,0.508,0.545,0.729,0.093,-0.263,-0.501,0.043,0.415,0.24,0.082,0.234,0.789,0.762
YJL042W,0.755,0.745,0.322,0.413,-0.119,0.036,0.135,0.363,0.466,0.368,0.293,0.454,0.246,0.579
YMR306W,-0.95,-0.422,-0.2,0.18,0.0215,0.0645,0.0855,-0.2935,-0.656,0.104,-0.448,-0.2165,-0.9467,-0.125
YGL247W,-0.069,0.198,-0.21,0.288,0.29,0.026,0.016,-0.197,-0.422,-0.653,-0.107,-0.506,-0.78,-0.551
YJR063W,-1.223,0.027,-0.263,-0.012,0.29,0.156,-0.214,0.086,-0.223,0.032,-0.084,-1,-1.015,0.085
YKR005C,-0.089,0.393,0.031,-0.282,0.033,-0.191,0.052,0.153,-0.197,0.025,-0.147,-0.334,-0.543,0.074
YBR176W,-0.971,-0.316,-0.3275,-0.188,-0.2955,-0.703,-0.4935,-0.531,-0.4685,-0.561,-0.354,-0.2915,-0.5565,-0.383
YFR039C,0.724,-0.006,-0.228,-0.014,-0.011,-0.062,-0.048,0.14,0.202,0.104,0.408,0.023,-0.126,0.252
YER171W,-0.329,-0.114,-0.007,0.687,0.462,0.264,0.547,0.108,-0.075,0.074,0.281,-0.317,-0.532,-0.254
YOL158C,-0.162,0.902,-0.865,-1.124,-1.422,-1.328,-1.057,-0.256,0.35,0.149,0.051,0.432,0.06,-0.275
YLR183C,-2.21,-2.127,-1.153,-0.818,0.105,-0.07,0.401,0.133,-0.009,-0.165,-0.036,-0.593,-0.515,-0.662
YGR062C,-0.395,-1.1935,0.3455,0.0025,0.065,0.019,0.921,-0.4475,-0.6325,0.307,-0.529,-0.2795,-0.8985,-0.285
YML077W,0.145,0.151,0.165,-1.073,0.179,0.056,-0.02,-0.058,-0.025,-0.108,0.115,-0.48,-0.426,0.158
YLR341W,-0.739,-0.642,0.03,0.025,0.221,0.062,0.143,0.123,0.038,0.1,-0.463,-0.384,-0.149,-0.514
YHR008C,0.8075,0.2155,0.435,0.705,0.0715,0.137,-0.5605,0.3085,0.356,0.2565,0.0055,0.642,1.208,0.211
YLR092W,-0.111,-0.047,-0.176,0.242,-0.4,-0.148,0.038,0.021,-0.101,0.079,-0.238,-0.181,0.214,-0.383
YNR017W,-0.699,-0.486,-0.296,-0.077,0.22,-0.083,0.217,0.111,0.107,0.027,-0.244,0.028,0.129,-0.013
YGR280C,-0.955,-0.55,-0.185,0.584,0.693,0.566,0.132,-0.238,-0.69,-0.435,-0.172,-1.124,-1.672,-0.566
YER098W,0.814,0.028,0.176,0.149,-0.079,0.175,0.102,-0.194,-0.454,-0.377,0.078,-0.221,-0.165,-0.058
YER118C,-1.201,-0.354,-0.062,0.1,0.422,0.449,0.615,0.152,-0.255,0.166,0.436,-0.257,-0.483,-0.249
YAL025C,-1.534,-0.5065,-0.358,0.378,0.853,0.39,-0.024,-0.1455,-0.148,-0.167,-0.435,-1.0205,-0.85,-0.7185
YER025W,-0.503,-0.294,0.032,0.688,0.715,0.761,0.631,0.305,0.047,0.103,0.14,-0.152,-0.332,0.03
YJR013W,0.341,0.375,0.216,0.472,0.15,0.367,-0.119,-0.002,-0.145,-0.204,0.271,-0.029,0.064,-0.041
YKL095W,-0.366,-0.148,-0.492,-0.112,-0.172,-0.137,-0.309,0.235,0.157,0.105,-0.207,-0.004,0.604,0.522
YMR057C,-0.347,-0.64,-0.507,-0.749,-0.278,-0.323,-0.389,-0.151,-0.255,-0.394,-0.239,-0.235,-0.516,-2.385
YAR003W,-0.874,-0.858,-0.823,-0.417,0.138,-0.2025,-0.014,0.0205,-0.3265,-0.278,-0.4,-0.445,-0.797,-0.302
YOL068C,0.25,-0.016,-0.213,-0.208,-0.071,-0.076,0.255,0.083,0.002,0.223,0.326,0.052,0.307,0.184
YDL236W,-0.59,0.097,-0.334,-0.295,-0.062,-0.134,-0.176,0.386,0.144,0.304,-0.01,0.105,0.182,0.057
YJL019W,-0.743,-0.401,-0.241,-0.11,0.059,0.229,0.394,0.278,-0.148,-0.119,0.335,0.007,-0.122,-0.251
YGR112W,0.681,-0.316,0.215,0.243,0.111,-0.014,0.115,-0.098,0.069,-0.149,-0.194,-0.055,-0.32,0.2
YGR196C,0.27,-0.215,-0.228,-0.236,-0.1,-0.463,-0.302,-0.445,0.051,0.021,-0.41,0.251,0.183,-0.032
YHL017W,0.232,-0.106,-0.462,-0.167,-0.351,-0.27,-0.489,-0.227,0.1,0.023,-0.112,0.181,-0.033,0.216
YHR021C,-1.466,-0.216,-0.302,-0.087,0.383,0.077,0.04,0.261,-0.028,0.049,-0.254,-0.272,-0.253,-0.159
YNL108C,-0.179,-0.28,-0.109,-0.222,-0.124,0.034,-0.001,-0.184,-0.131,-0.151,-0.255,-0.141,0.196,-0.239
YGL182C,0.224,0.112,0.213,0.272,0.113,-0.016,0.266,-0.702,-0.587,-0.643,-0.132,-0.831,-0.442,-0.311
YAR068W,0.6435,-0.457,-0.139,-0.0445,-0.1975,-0.0745,-0.1045,0.458,0.2585,0.5325,0.0215,0.2545,0.445,0.7065
YGR013W,0.47,-0.047,0.062,0.402,0.169,0.15,0.109,0.108,-0.239,-0.104,0.274,-0.353,-0.33,0.066
YBR149W,0.39,0.266,-0.0465,0.215,-0.575,-0.867,-0.833,-0.189,0.1565,-0.3145,-0.4775,0.6215,0.668,0.2975
YGL068W,0.166,0.07,-0.066,0.331,0.39,0.392,0.378,0.439,0.205,0.289,0.519,0.374,0.048,0.29
YDR057W,0.358,0.158,-0.228,-0.211,-0.409,-0.32,-0.298,-0.411,-0.386,-0.47,-0.334,0.127,0.027,-0.263
YNL267W,0.159,-0.668,-0.576,-0.425,-0.164,-0.052,-0.351,-0.107,-0.142,-0.046,-0.171,-0.009,-0.23,-0.166
YHL006C,0.088,0.06,-0.231,-0.275,-0.205,-0.181,0.046,-0.262,-0.495,-0.441,-0.145,-0.767,-0.145,-0.273
YOR247W,-2.867,-3.712,-2.549,-1.36,-0.174,0.412,0.692,0.633,0.479,0.282,0.011,0.033,-0.57,-0.61
YOR011W,-0.307,-0.103,-0.515,-0.613,0.051,-0.549,-0.157,-0.2,0.25,-0.127,-0.244,0.498,0.304,-0.391
YNL140C,-0.37,0.097,0.183,-0.106,0.28,-0.005,0.217,0.143,0.171,0.048,-0.126,0.078,-0.191,-0.016
YCL064C,1.559,0.235,0.306,0.423,0.033,-0.834,-1.511,-0.891,-0.001,0.375,-0.061,0.075,0.254,0.453
YHR036W,-1.014,0.212,-0.513,0.02,0.014,0.119,0.04,0.151,0.146,0.026,-0.084,0.267,0.096,-0.262
YDL119C,-0.379,-0.039,-0.298,-0.43,-0.499,-0.29,-0.26,-0.393,-0.061,-0.197,-0.104,0.168,0.392,-0.211
YDR509W,-0.6175,0.0055,-0.263,-0.5775,0.1445,-0.069,-0.1475,0.0685,-0.133,0.1905,0.0225,-0.174,-0.1055,-0.1145
YGR121C,0.124,0.214,-0.11,0.049,-0.271,-0.107,-0.463,-0.082,0.045,-0.073,-0.443,-0.073,-0.199,0.109
YJL122W,-1.554,-0.743,-0.499,0.085,0.836,0.725,0.152,0.195,-0.049,0.326,-0.225,-0.851,-0.569,0.06
YML013W,0.25,-0.015,-0.039,0.164,-0.216,-0.163,0.155,0.147,-0.03,0.05,-0.146,0.031,0.086,0.237
YLR234W,-0.346,-0.606,-0.567,-0.221,0.283,0.675,0.256,0.421,0.464,0.328,-0.125,0.277,-0.318,0.19
YHR015W,-0.541,0.509,-1.027,-0.33,-0.142,-0.618,-0.036,0.411,0.188,-0.206,-0.487,0.368,-0.81,-0.503
YCL027W,-0.295,-0.227,-0.0645,-0.023,0.0355,0.075,0.134,0.0925,-0.658,-0.1475,0.0115,0.058,0.146,-0.065
YPL067C,-0.726,-0.459,-0.556,-0.204,0.233,-0.175,-0.186,0.137,-0.183,-0.225,-0.074,-0.202,0,-0.105
YDR163W,-0.074,0.04,-0.18,0.166,-0.252,-0.22,-0.089,-0.078,-0.004,0.25,-0.156,0.038,-0.068,0.084
YBR110W,-0.174,-0.0205,-0.2305,-0.14,-0.0665,-0.225,-0.319,-0.116,0.045,0.2065,-0.1475,-0.079,-0.1765,0.088
YJL204C,0.036,-0.24,-0.603,-0.422,-0.292,-0.356,-0.007,-0.329,0.341,-0.111,-0.214,0.115,0.31,-0.117
YIL097W,1.23,-0.436,-0.24,-0.061,-0.23,-0.551,-0.671,-0.682,-0.918,-0.935,-0.354,-0.258,-0.75,-0.355
YOR159C,0.017,-0.115,-0.178,-0.051,-0.026,0.107,0.074,0.066,-0.134,-0.188,0.03,0.017,-1.006,-0.335
YPR060C,-1.062,-0.445,-0.343,0.297,0.516,0.436,0.066,0.095,-0.305,-0.25,0.056,-0.569,-0.521,-0.376
YFL039C,-0.013,-0.249,0.004,-0.028,-0.233,-0.054,0.085,0.294,0.585,0.506,0.212,0.43,0.687,0.551
YJL086C,0.173,0.437,0.097,0.283,-0.038,0.201,-0.889,-0.049,-0.007,0.01,0.158,-0.183,-0.003,-0.01
YKL133C,1.167,-0.386,-0.012,-0.049,-0.51,-0.312,-0.489,-0.461,-0.376,-0.669,-0.337,-0.178,-0.256,-0.296
YDR121W,-0.306,-0.139,-0.624,0.177,0.227,0.179,0.136,0.232,-0.272,-0.101,-0.117,-0.436,-0.303,0.086
YKL135C,0.626,-0.466,0.047,-0.228,-0.541,-0.124,-0.286,-0.424,-0.259,-0.236,-0.311,0.276,-0.388,-0.36
YJR062C,0.339,-0.219,0.043,-0.081,-0.532,-0.469,-0.219,-0.274,0.045,-0.009,-0.021,0.178,-0.096,-0.049
YDR300C,-1.641,-0.227,-0.414,0.081,0.249,-0.042,-0.399,-0.179,0.162,0.252,-0.036,0.084,-0.212,0.456
YFL029C,-0.239,-0.574,-0.506,-0.378,-0.3325,-0.827,-0.656,-0.204,-0.0865,-0.4225,-0.6585,-0.3135,-0.4285,-0.2855
YIL060W,0.559,0.185,0.219,0.142,0.317,-0.07,-0.133,-0.465,-0.152,-0.32,-0.133,-0.024,-0.656,-0.107
YMR253C,0.402,0.362,0.248,-0.119,-0.236,-0.068,-0.022,-0.226,-0.398,-0.098,0.26,0.16,-0.152,0.082
YPR129W,0.21,0.101,-0.469,0.253,-0.318,-0.176,0.244,0.044,0.369,0.348,-0.469,0.322,0.262,0.028
YER173W,-0.697,-0.326,-0.376,-0.045,-0.204,-0.305,-0.4,0.341,0.265,0.05,-0.148,0.151,0.331,0.421
YMR095C,-1.046,-0.713,-0.519,-0.012,-0.155,-0.072,-0.084,-0.181,-0.396,-0.422,-0.418,-0.053,0.011,0.556
YNL117W,-0.811,0.751,-0.247,0.042,-1.022,-0.813,-0.356,0.759,1.266,0.845,0.375,0.873,1.208,0.508
YBR270C,-0.07,-0.047,-0.574,-0.155,0.144,-0.364,-0.388,-0.315,-0.248,-0.535,-0.285,-0.163,-0.485,-0.143
YNL317W,1.007,0.038,0.251,-0.017,0.204,0.418,0.156,-0.202,-0.359,-0.071,0.268,-0.062,-0.327,0.113
YPL181W,-0.263,0.5,0.1595,0.488,-0.0085,-0.193,0.0295,-0.059,-0.0585,-0.226,-0.119,-0.598,-0.0075,-0.199
YBR132C,-0.479,-0.4575,-0.727,-0.2545,-0.8715,-0.7775,-0.1155,0.211,0.577,0.397,-0.1805,0.8075,0.3565,0.2575
YHR051W,0.784,-0.141,0.655,0.682,0.183,0.447,0.287,0.169,0.178,0.153,0.319,0.237,-0.221,-0.016
YOR068C,0.7855,-0.1075,-0.07,-0.092,0.051,0.014,-0.125,-0.0115,-0.1105,-0.289,-0.0945,-0.0305,-0.126,0.033
YPL022W,-0.204,0.071,0.162,0.106,0.079,-0.003,0.376,0.023,-0.095,0.348,-0.078,0.165,0.14,0.237
YHR071W,0.562,0.16,0.077,0.303,0.31,0.052,0.039,-0.358,-0.388,-0.481,-0.277,-0.168,-0.425,-0.011
YJL126W,-0.348,-0.382,-0.31,-0.339,-0.031,0.016,-0.147,-0.09,-0.239,-0.044,-0.139,-0.134,-0.397,-0.128
YDL180W,0.2785,0.2585,0.043,0.1152,-0.0505,-0.2656,0.16,0.0795,-0.12,0.2785,0.079,0.0345,0.1345,0.026
YDL189W,-0.036,0.003,0.077,0.452,0.573,0.325,0.435,0.204,0.145,-0.112,0.024,-0.255,-0.512,-0.204
YOL066C,-0.626,-0.176,-0.375,0.233,-0.124,0.047,0.082,-0.203,0.385,0.196,-0.63,-0.014,0.221,0.235
YGR241C,-0.167,0.09,0.067,0.08,0.241,0.445,0.377,0.634,0.44,0.332,0.345,0.576,0.197,0.106
YNL311C,-0.801,0.193,-0.132,0.083,0.414,0.364,-0.102,-0.197,-0.164,-0.088,0.03,-0.154,-0.631,-0.095
YDL013W,0.295,-0.024,-0.487,0.402,0.174,0.374,0.037,0.296,-0.109,-0.1,-0.439,-1.245,-0.285,0.079
YPL214C,0.288,0.214,0.163,0.565,0.21,0.05,0.54,0.111,-0.255,-0.135,0.235,0.126,0.065,0.15
YBL011W,-0.6505,-0.4795,-0.3565,-0.2645,-0.072,0.2935,0.18,0.4335,0.4455,0.3485,0.2575,0.302,0.4985,0.228
YER024W,-0.217,0.406,0.031,-0.559,-0.887,-0.271,0.1,0.611,0.763,0.446,0.343,0.851,0.717,0.553
YJL112W,-0.217,0.463,0.058,0.059,-0.347,-0.126,0.194,0.569,0.114,0.175,0.209,0.172,0.207,0.183
YNL100W,0.45,-0.599,-0.282,-0.614,-0.876,-0.473,-0.519,-0.26,-0.149,-0.333,-0.36,0.332,-0.167,-0.343
YKL106W,-1.087,0.782,-0.036,-0.044,0.36,0.041,-0.225,-0.388,-0.332,0.245,0.082,-0.265,-0.878,0.123
YOR326W,-0.846,-0.681,-0.873,-0.034,-0.353,-0.043,0.054,0.485,0.341,0.467,-0.312,0.235,0.053,0.219
YGR273C,-0.216,-0.165,0.15,-0.846,-0.321,0.04,-0.006,-0.613,-0.654,-0.32,-0.321,-0.324,-1.154,-0.14
YGR237C,1.156,0.017,-0.131,-0.315,-0.484,-0.457,-0.559,-0.015,-0.393,-0.339,0.077,0.047,0.343,0.056
YKL188C,-0.215,0.232,-0.14,-0.478,-0.709,-0.647,-0.757,-0.41,0.035,-0.098,-0.098,0.084,0.668,-0.053
YAL037W,-0.7895,-0.7515,-0.524,-0.47,-0.1595,-0.65,-0.5235,-0.564,-0.4715,-0.5545,-0.521,-0.7085,-0.7105,-0.55
YDL089W,-0.026,0.046,-0.338,-0.433,-0.559,-0.431,-0.321,-0.454,0.019,-0.23,-0.071,0.056,0.004,-0.287
YOR370C,-0.513,-0.215,0.079,-0.11,0.516,0.413,0.05,0.202,0.193,0.277,0.156,-0.127,-0.081,0.1
YLR148W,-0.221,0.371,-0.11,0.016,-0.003,0.022,-0.135,-0.402,0.0986,0.049,-0.082,0.255,0.439,-0.01
YGR233C,-0.139,0.529,0.436,0.755,0.164,0.315,0.094,0.192,-0.147,0.173,0.126,0.12,-0.118,0.302
YGR022C,0.84,0.483,-0.29,-0.366,-0.05,-0.108,-0.007,-0.016,-0.125,-0.393,0.209,0.091,0.65,0.042
YGL187C,1.017,0.246,0.693,0.847,0.427,0.438,0.402,0.073,0.024,0.195,0.398,0.11,-0.108,0.088
YLR435W,-0.391,-0.091,0.212,0.381,0.631,0.432,0.304,-0.025,-0.754,-0.251,0.124,-0.59,-0.353,-0.087
YPR095C,-0.505,-3.459,0.074,0.107,-0.224,0.092,0.691,-1.285,-0.225,0.014,-0.529,-0.131,-0.4586,-0.187
YER154W,-0.147,0.311,-0.087,0.377,0.212,0.282,0.32,0.048,-0.047,-0.114,0.121,0.154,-0.12,0.212
YOL015W,-1.12,-1.307,-0.891,-0.748,-0.487,-0.744,0.025,-0.683,-0.837,-0.797,-1.119,-0.085,-0.6182,-0.355
YKL209C,-1.124,-0.235,-0.398,-0.124,-0.094,-0.316,-0.359,-0.135,-0.244,-0.079,-0.121,0.09,0.012,-0.124
YNL133C,0.415,0.06,0.011,-0.603,0.106,0.511,0.118,-0.083,-0.312,-0.07,0.151,0.068,0.049,0.044
YER140W,0.037,-0.019,0.421,-0.235,0.203,-0.027,0.072,-0.219,-0.42,-0.162,0.08,-0.153,-0.554,-0.118
YPR031W,-1.191,-1.315,-0.456,-0.286,0.278,0.445,-0.129,0.17,0.008,0.201,-0.262,-0.151,-0.547,-0.229
YDR395W,-0.637,-0.357,-0.571,-0.143,-0.231,-0.023,0.172,-0.386,0.131,0.073,-0.309,0.346,-0.209,-0.248
YBL008W,-0.5348,1.153,-0.4295,-0.1373,0.2387,0.8847,-0.0533,-0.0713,0.027,0.0337,-0.3949,-0.0347,-0.0675,0.0463
YDR401W,-0.644,-0.413,-0.418,-0.475,-0.046,-0.02,-0.069,-0.461,-0.391,-0.41,-0.242,-0.493,-0.286,-0.386
YDL015C,0.447,0.283,0.094,0.425,0.177,0.102,0.228,-0.351,-0.289,-0.431,-0.07,-0.365,-0.532,-0.421
YLR440C,-0.066,-0.676,-0.643,1.182,0.256,0.044,-0.324,0.181,0.154,0.149,-0.113,0.087,0.123,0.129
YMR232W,-0.6,0.102,-0.167,0.629,0.146,0.099,0.101,-0.47,-0.417,-0.741,-0.405,-0.648,-0.795,-0.698
YJL140W,0.548,0.734,0.501,0.184,0.063,0.092,-0.071,0.083,-0.054,-0.094,0.069,0.253,0.001,0.214
YGR093W,-0.787,0.14,-0.467,0.407,0.127,0.214,-0.447,-0.269,-0.303,-0.144,0.042,-0.376,-0.785,-0.546
YGR161C,1.721,0.077,-0.044,0.091,-0.202,-0.497,-0.22,-0.374,-0.31,-0.116,-0.856,-0.452,0.038,0.059
YLL034C,-0.54,-0.517,-0.558,-0.209,0.013,0.03,-0.021,-0.234,-0.082,-0.045,-0.461,-0.471,-0.467,-0.568
YBR086C,-0.438,-0.249,-0.3555,-0.1375,-0.1785,-0.2635,-0.0225,-0.008,0.3665,0.0725,-0.256,0.3885,0.117,-0.1635
YMR011W,0.058,-0.237,-0.4083,-0.221,-0.024,-0.8605,-0.453,-0.479,-0.037,-0.1485,-0.2025,0.1785,0.1965,-0.1735
YDR077W,0.479,0.657,0.867,0.577,0.097,0.038,0.3,0.452,0.186,0.382,-0.322,0.493,0.515,0.53
YPL079W,-1.218,-0.644,-0.252,0.49,0.283,-0.405,-0.188,-0.037,-0.043,-0.129,-0.388,-0.292,-0.399,-0.581
YHL042W,0.618,-0.16,-0.374,-0.154,-0.095,-0.557,-0.339,-0.574,-0.611,-0.98,-0.13,-0.722,-0.897,-0.585
YBR242W,-0.794,-0.539,-0.286,-0.1335,0.071,-0.0555,0.232,0,-0.0945,-2.333,0.1795,-0.1215,-0.275,-0.113
YPR066W,0.002,-0.17,-0.166,-0.27,-0.108,-0.213,-0.233,-0.128,-0.118,-0.25,-0.296,-0.066,0.097,-0.105
YGL069C,0.008,-0.229,-0.127,0.12,0.308,0.122,0.332,0.455,0.347,-0.067,0.554,0.067,-0.166,0.011
YHR013C,-0.237,-0.356,-0.062,0.261,0.5,0.349,0.209,0.505,0.234,0.197,0.329,-0.036,-0.179,-0.096
YDR182W,0.011,-0.172,-0.297,-0.497,-0.474,-0.089,-0.186,0.409,0.262,0.307,0.135,0.432,0.37,0.226
YLR075W,0.16,0.488,0.883,1.208,0.869,0.951,0.886,0.608,0.719,0.283,0.283,0.529,0.171,0.21
YPL150W,-0.2335,-0.2245,-0.7545,0.0615,-0.314,-0.3575,0.004,-0.0185,0.2555,-0.087,-0.5695,-0.242,-0.1,-0.123
YDR437W,-0.1,-0.381,-0.356,-1.907,-0.245,-0.54,0.068,-0.164,-0.357,-0.153,-0.195,-0.153,-0.034,0.015
YGR168C,-0.499,-0.393,-0.632,-0.218,-0.256,-0.7,-0.466,-0.261,-0.552,-0.825,-0.282,-0.377,-0.794,-0.584
YNL250W,-0.62,-0.121,-0.208,0.048,0.142,0.087,-0.279,-0.319,-0.381,-0.139,-0.158,-0.139,-0.256,-0.181
YIL173W,-0.43,-0.105,-0.041,0.117,-0.146,-0.006,-0.138,0.039,0.128,0.142,0.129,0.098,0.004,-0.112
YHR155W,-0.65,0.109,-0.371,-0.036,-0.245,-0.546,-0.56,-0.576,-0.261,-0.294,-0.462,-0.166,-0.235,-0.541
YDL240W,-0.45,-0.247,-0.443,-0.531,0.003,0.075,-0.031,0.195,0.152,0.62,0.076,-0.076,0.304,0.031
YKL064W,0.539,-0.222,-0.236,-0.012,-0.266,-0.282,-0.201,-0.169,0.1904,0.216,-0.163,0.409,0.295,0.024
YLR333C,-0.552,-0.211,0.259,0.843,0.948,0.774,0.812,0.395,-0.064,0.019,0.222,0.08,-0.439,-0.113
YNL332W,-0.004,-0.259,-0.081,-0.022,0.005,-0.526,0.038,-0.094,-0.332,-0.434,-0.234,-0.274,-0.299,-0.056
YBR207W,0.343,0.5815,-0.076,-0.014,-0.349,-0.0085,0.2025,0.558,0.292,0.465,-0.0715,0.232,0.134,0.53
YML066C,-0.1695,-0.362,-0.391,-0.0085,-0.1675,-0.5685,-0.245,-0.3705,-0.3705,-0.443,-0.4495,-0.2225,-0.2495,-0.392
YPR020W,0.656,0.158,0.313,0.564,0.007,0.257,0.2,-0.185,0.013,-0.411,0.238,-0.343,-0.351,-0.52
YDL194W,0.914,0.74,0.329,-1.242,-0.197,0.072,0.378,0.314,-0.029,0.127,0.181,0.158,0.027,0.467
YER034W,0.063,0.346,0.005,0.33,0.491,0.114,0.008,-0.144,-0.122,-0.151,0.072,-0.346,-0.167,-0.171
YKR092C,-0.638,-0.17,-0.277,0.102,0.053,0.243,-0.023,-0.014,0.027,0.078,-0.291,-0.15,-0.009,-0.335
YGL038C,0.351,0.591,0.624,0.235,0.149,0.528,0.515,0.389,0.19,0.216,0.43,0.109,0.078,0.32
YJL201W,-1.865,-0.879,-0.938,-0.525,-0.431,-0.218,-0.062,-0.333,-0.243,-0.449,-0.069,-0.266,-0.481,-0.627
YBL091C,0.396,0.378,0.107,0.3555,0.0835,0.2995,0.398,0.327,0.512,0.4745,0.1975,0.409,0.587,0.5875
YOR269W,-0.177,-0.229,0.082,0.336,0.172,-0.02,0.037,-0.269,-0.208,-0.048,-0.116,-0.347,-0.238,-0.47
YCR069W,0.425,0.285,0.225,-0.084,0.209,-0.051,-0.418,0.302,0.493,0.317,0.414,0.395,0.368,0.411
YIL096C,-0.679,0.105,-0.159,-0.469,0.446,0.236,-0.523,-0.23,-0.505,0.041,-0.066,-0.643,-0.886,-0.209
YDR418W,-0.416,0.364,0.653,0.809,1.235,1.14,0.841,1.063,0.632,0.849,0.839,0.534,0.204,0.267
YDR505C,0.877,0.028,0.25,0.208,-0.187,-0.094,0.289,0.047,0.22,0.06,0.185,0.006,-0.084,-0.182
YGR266W,0.076,0.165,-0.391,-0.354,-0.602,-0.733,-0.676,-0.667,-0.432,-0.39,-0.255,0.216,-0.146,-0.182
YBL105C,0.353,-0.2855,-0.3335,0.0415,-0.226,-0.1905,-0.0285,-0.0345,0.2405,0.452,-0.214,0.4935,-0.069,0.113
