ID	KO1	KO2	KO3	WT1	WT2	WT3
1438729_at	3.548436624696042	3.700439718141092	4.285402218862249	4.791814071161826	4.224966365000275	2.6322682154995127
1438730_at	9.103550092757965	9.22207035524718	9.73454027988397	9.716648007881426	9.278449458220482	10.008148459910094
1438731_at	9.018756559476076	9.52297378113242	8.893604904858293	9.53021123329988	8.705286790272472	9.325755172998837
1438732_at	7.682994583681683	7.760220946466509	8.266318057157454	7.844234987758751	8.053111336459562	8.199672344836364
1438733_at	6.506208389306745	8.319672120946995	5.5576551547254205	8.090641751917847	8.206526015877428	7.587214952452535
1438734_at	3.4982508675278257	4.672425341971495	3.84799690655495	4.145677455195635	3.9726926540042644	3.292781749227846
1438735_at	10.184007481816824	9.788555214928863	9.713042770584465	10.344961613552895	8.907791998350051	9.610102062999664
1438736_at	11.681985046060726	11.10924301174762	10.958480216371177	10.92191530088167	8.639883313199801	10.361176178590297
1438737_at	9.40896655165431	9.240552850461953	9.478769619475763	8.729960561018016	9.813781191217037	9.7790626892054
1438738_at	8.030667136246942	7.618385502258606	6.189824558880018	7.73267622307331	6.9954845188775066	7.169925001442312
1438739_at	11.203898544883367	11.500543154006449	11.053654417603145	11.589978781771315	9.8775908941114	11.003939485688056
1438740_at	9.514319551800538	9.474314353315801	9.168170659996877	8.5725107596749	8.740118042833128	9.224725252767593
1438741_at	7.053111336459563	6.976134472831654	7.630085070002124	7.725877459120227	7.950701690089008	8.171427026607544
1438742_at	6.175923742063755	7.539934245171789	7.2992080183872785	5.984133594540979	7.156841524588401	7.458611672584599
1438743_at	7.322829497628894	7.39746072605472	7.35843142862635	8.081616583314652	8.197216693110052	7.572131751386659
1438744_at	10.827660268629167	10.968234783896909	10.845646857100814	10.608994002237907	10.451004997817993	10.99668532267251
1438745_at	7.1147834472498515	5.990954860396993	7.780703793967605	7.174925682500679	7.5212078162239875	6.837943241891027
1438746_at	5.452858964713811	4.626439136697315	2.321928094887362	5.296457407371244	5.672425341971495	5.452858964713811
1438747_at	8.006746832440585	8.837943241891027	7.41193462479118	8.587214952452534	7.91707366287822	7.856736756119109
1438748_at	4.882643049361842	6.104336659814735	5.354028938054387	3.9818526532897405	6.91528186586766	7.087462841250339
1438749_at	5.596935142387232	8.026800059343715	4.285402218862249	5.442943495848728	6.123086750981061	4.255500733148386
1438750_at	9.783489394889259	9.678600139099458	10.119330236518762	9.93191939010004	9.457586084256139	9.98896865391035
1438751_at	7.559950612713083	4.897240425574799	6.189824558880018	4.620586410451877	6.151777654732053	7.0574502721839
1438752_at	9.206037546246591	8.572889668420581	8.335390354693924	8.77544567410286	9.267020725427319	9.16716722052614
1438753_at	9.795390331122642	7.9886846867721655	9.590774157760558	9.862172397021636	9.041659151637214	8.82750149516938
1438754_at	9.055553593295596	8.122569192216446	9.456765088336478	9.25950789456702	9.718875314960192	9.544771287994667
1438755_at	8.687200694651894	8.878050912728536	8.497452695977238	8.68018368159249	9.375039431346925	9.258801556711596
1438756_at	8.985272714253448	8.974414589805527	8.218684313362168	9.768018868610579	9.387801941656267	9.643134661857266
1438757_at	8.86418614465428	8.702865289815186	8.846117173336728	8.5630055530624	8.549592167441752	8.832257114377935
1438758_at	10.52561868196515	10.580918042176515	10.54080611059151	10.035623909730722	9.887068263703009	10.655709595518514
1438759_x_at	10.707445415089245	10.976134472831655	10.897845456005511	10.354249381945241	10.765286098723683	11.019312725651385
1438760_x_at	11.964340867792417	12.13249972962851	12.112928141855111	11.546315722817274	11.854245054220128	11.567290647585251
1438761_a_at	13.50176256081506	13.626370687371065	13.788055552025686	13.568324305314569	13.723020931812032	13.876680007932682
1438762_at	10.460558284091581	10.167292688634312	10.315602456637947	10.49924796138249	10.917521264631919	11.27583351001347
1438763_at	7.62862780216015	4.683696454306515	4.649615459063409	6.7535510546006545	8.759222426384506	7.7820153350041945
1438764_at	9.803162444415893	10.677367292136049	10.373300196608389	10.2994369994275	10.359639762001116	10.468624042918018
1438765_at	9.288173968112302	9.369597346278677	9.167669027501944	9.217957697864113	8.879276912412164	8.92184093707449
1438766_at	8.939579214314692	8.3151495622563	8.795390331122642	8.938991438775542	9.416375316587276	9.515502735333959
1438767_at	8.486231677981012	8.623881490013458	8.352264173258321	7.9847032668251385	8.73944309777245	9.030115330908071
1438768_at	6.734709620225838	4.7865963618908065	7.010108453474289	8.427522370682553	6.722466024471091	6.60733031374961
1438769_a_at	10.814902851215363	10.883025068440173	10.748276724769909	10.794984384120642	10.850343134167339	10.9931506897772
1438770_at	6.694880192799191	7.851749041416057	7.466790237803096	8.439623137557117	7.461070114033051	6.24031432933371
1438771_at	9.155577222482346	8.820817181864166	8.379378367071261	9.376559543670329	8.51096191927738	8.866660750819985
1438772_at	8.265380633446183	8.507398240954304	7.301953395126096	5.108524456778169	5.321928094887363	7.625708843064465
1438773_at	8.217715411350675	7.768184324776926	7.41193462479118	7.2469780596147215	4.578938713093386	7.559950612713083
1438774_s_at	7.930145947908821	8.0394674382785265	7.5109619192773796	7.45450493755737	6.859224161978204	7.506208389306745
1438775_at	7.049848549450561	7.3671963100258955	7.62862780216015	8.151270288790165	7.704595347632403	7.388878338811989
1438776_x_at	15.94217541749699	15.997807964508816	15.972833983957607	15.688135544735827	15.61350748072246	15.728013490932437
