ID_REF	Ctrl_1	Ctrl_2	Ctrl_3	Ctrl_4	Ctrl_5	Ctrl_6	Ctrl_7	Ctrl_8	Ctrl_9	BRCA1_1	BRCA1_2	BRCA1_3	BRCA1_4	BRCA1_5	BRCA1_6	BRCA1_7	BRCA1_8	BRCA1_9	BRCA2_1	BRCA2_2	BRCA2_3	BRCA2_4	BRCA2_5	BRCA2_6	BRCA2_7	BRCA2_8
207700_s_at	8.209806986	8.472322966	8.640367557	8.718575181	8.815992902	9.218356144	8.109919171	8.691071715	8.65727	8.866981052	8.241428941	8.676160625	8.241248898	8.260765052	9.039213958	8.726392061	8.091649097	8.876329058	9.65353375	9.133206927	9.633892451	9.185875583	9.834169408	9.468347838	9.395686007	9.070673679
207701_at	4.041709907	3.851546649	4.006152192	3.782883586	3.808153928	3.811477852	3.93932669	3.823448284	3.917594631	3.94123848	3.685218954	3.772789302	3.744143668	3.775882938	3.773052714	4.143840119	4.094493643	3.907493434	4.018454985	3.890824084	3.872872724	4.101240258	3.738524262	4.035684131	3.92069851	3.767818703
207702_s_at	3.901128141	3.935578733	3.798256516	3.877153824	3.668283286	3.851940033	3.856299529	4.004726331	3.953129743	3.913038598	3.482952512	3.845985319	3.928718452	3.935124127	3.827461036	4.047312417	4.0020009	3.916800613	3.600155305	3.717768675	3.635475917	3.674922145	3.811477852	3.811997189	4.07995828	3.752870213
207703_at	3.708639475	3.444216346	3.59410001	3.560039418	3.527287719	3.632128027	3.49590381	3.548340633	3.558646478	3.524479933	3.633914394	3.608470175	3.686033979	3.622662375	3.777276467	3.647343516	3.997408496	3.526985266	3.66404906	3.413623186	3.435482853	3.268504184	3.434357342	3.512166914	3.319283548	3.475418806
207704_s_at	3.633237611	3.779606587	3.964591625	3.507037915	4.253610053	4.404647779	4.032271615	4.147629665	3.97483984	4.026077005	4.201394316	3.956076816	3.765391319	3.883234079	3.910682037	3.784469407	3.629148139	3.659692507	3.841537946	4.117824315	3.821004671	3.803816984	3.632304506	3.737485205	4.009785148	4.120132506
207705_s_at	5.272749475	4.464302327	4.441677516	4.779411111	4.081084999	5.157719503	5.062757167	4.612110705	4.801450838	4.805802363	4.764140833	4.669005607	4.262960023	4.262984635	4.169555847	4.658984261	4.437910996	5.43220509	4.624174151	4.779103699	4.849716187	5.10165195	4.708157696	4.602614794	4.521892186	5.065961512
207706_at	3.550206801	3.429325369	3.505934296	3.729648527	3.433537556	3.56243366	3.519383684	3.515331842	3.513449512	3.415126249	3.521093691	3.484184788	3.945083459	3.487463773	3.290058767	3.734426234	3.366788682	3.700610737	3.75239706	3.514298861	3.506818095	3.528080627	3.548899913	3.304507778	3.540400075	3.463743724
207707_s_at	9.861119314	9.795148043	10.13269575	10.16476167	9.393660013	9.245039369	10.01932052	8.961605199	9.816542513	9.053895396	9.7606	9.748188297	9.96201796	9.994026485	9.836088754	9.21421003	9.388240905	8.917667891	8.888482646	8.983774514	9.245808522	8.902504427	9.090884492	9.049295979	9.499142153	8.889922091
207708_at	4.413093618	4.853111981	4.519869264	4.283426949	4.25841779	5.21109219	4.204439785	4.171489357	4.158583058	4.579940988	4.343611844	4.403777678	4.250145768	4.308606731	4.443137169	4.265810765	4.865985693	4.262579324	4.339847501	4.265312456	4.541497316	4.176632404	4.189853292	4.388024967	4.757627194	4.25391926
207709_at	3.633283599	3.850371363	3.680335418	3.952696713	3.881983034	4.371746553	3.633505521	3.708501949	4.007195446	3.741811007	3.759676564	3.729578813	4.070877318	4.052174652	3.786905123	3.990143242	4.150782341	3.684177573	3.719442537	3.612221827	3.575195878	3.825049425	3.805615857	3.900385425	3.55936744	3.688427956
207710_at	3.745887803	3.800617538	3.779000158	3.79419996	3.685892137	4.018250209	3.859131164	3.774028728	3.549991194	3.839398374	3.886038914	3.694842799	3.696969853	3.799931264	3.808508024	3.800617538	3.694416442	3.850349424	3.945235272	3.824396324	3.924911444	3.851443166	3.79419996	3.722380585	3.814890045	3.892184604
207711_at	3.909740107	3.725651496	3.543905099	3.830297794	3.780238765	4.018555125	3.950641588	3.653615091	3.892696357	3.656215565	3.780505772	3.659921778	3.641474688	3.992591175	3.632763089	3.71429069	3.888139369	3.654009066	3.46104455	3.790189262	3.781189034	3.6548969	3.599865883	3.748727676	3.614864726	3.656215565
207712_at	3.507471579	3.708523198	3.988194545	3.538626118	3.593473652	3.650570024	3.63356754	3.473484848	3.551246406	3.375171677	3.645743896	3.519396038	3.572322076	3.70681151	3.652955428	3.528782176	3.63221618	3.452050802	3.626320909	3.558562905	3.61623741	3.579709102	3.572790581	3.574680628	3.381933416	3.45506052
207713_s_at	7.893790552	8.226642104	6.963773274	8.328014503	8.111535946	8.147958266	7.682828314	8.361792781	7.751093717	8.056515958	7.753087271	8.084717874	8.102798135	8.170714929	8.943999414	8.108242768	8.240617215	8.438721524	7.934597001	7.90842932	7.486551731	7.962305369	6.982926527	7.439655114	7.520250888	7.841479024
207714_s_at	6.37171947	6.062635924	5.493964264	5.66233907	5.414633871	6.774868033	5.675608571	6.239240524	5.811866894	9.770745761	5.509428793	6.184379548	6.178968571	5.769759114	6.351340415	11.83068973	7.095330973	6.985565045	5.489157758	5.946723018	5.98311908	6.242889071	6.546265465	6.305683918	5.88165205	5.893913725
207715_at	4.075804822	3.969180834	3.995425648	4.146527596	4.064616358	4.046308341	3.995029982	4.135624358	3.919480925	3.652773366	4.099074858	4.086269349	4.048669655	4.318665689	4.228152947	4.059715992	4.36328117	3.773280074	3.830718346	3.953520723	4.116910713	3.942239706	3.880371415	3.852604786	3.745007749	3.970191866
207716_at	3.840018794	3.732415935	3.729159161	3.897773111	3.612573279	3.881785367	3.398942328	3.686568803	3.759197879	3.815738793	3.601947957	3.667338758	3.561386914	3.633571553	3.59429283	3.69368556	3.705638651	3.724756468	3.79127849	3.672609694	3.801529208	3.902535984	3.836066241	3.765024334	3.696391303	3.609449936
207717_s_at	3.659803461	3.672609674	3.38228863	3.423238932	3.369195855	3.489283345	3.411859566	3.57479821	3.413088196	3.575444683	3.520883551	3.485194639	3.485194639	3.586530357	3.46230738	3.46230738	3.511298458	3.447729551	3.589553182	3.430487683	3.454190377	3.518170938	3.482294552	3.573979934	3.422537531	3.496925549
207718_x_at	3.971429425	4.019628538	4.065496331	4.062902842	4.008624624	4.548128699	4.029955077	3.767020489	3.637467444	4.012538244	4.15464013	3.768813403	3.912858976	3.997535746	4.045484243	3.919782136	4.00946273	3.844739881	4.264538773	4.1899565	4.053505189	4.012582891	4.120013969	3.990398929	4.180132686	4.32130072
207719_x_at	6.560015909	5.993120878	6.613045592	6.078619554	5.070133537	6.664995417	5.945059908	5.997028732	6.011816566	7.531940393	6.130068271	5.799144026	6.504496267	6.1793952	6.474040584	6.746533142	6.157761166	6.602429588	7.566503245	7.372130878	7.684824067	7.134977688	7.728193628	7.501136546	7.510798791	7.440763442
207720_at	3.825638915	3.930835193	4.010745291	3.850473066	3.947477409	4.24712088	4.060595003	3.895558735	4.048899474	3.83136642	3.908797198	4.168378096	3.917029462	3.933099032	3.934334162	4.319018938	4.107298568	3.983477117	3.7238028	3.890151776	3.944796905	3.796699938	3.938019259	3.944975793	3.911738909	3.892916521
207721_x_at	12.95108938	12.91398758	12.70143577	12.89913342	12.79704514	12.84695733	12.55377689	12.67046896	12.75109737	12.67295997	12.86003822	12.8553542	12.76488285	12.81259188	12.70912511	12.6428949	13.08537508	12.88302075	12.75708246	12.50660439	12.79256901	13.03601474	12.88184714	12.59852671	12.72483608	12.51156798
207722_s_at	7.010834378	6.493382269	5.803718088	5.942698769	6.404105329	6.472397793	5.956316062	6.967060261	6.399426429	7.018392359	6.332347547	6.011944383	6.399653697	6.638041003	6.056575636	6.91082922	6.745784652	7.019010743	6.261771542	6.576349136	6.520884152	5.811170968	6.329888501	6.77274539	6.100441559	6.60907947
207723_s_at	8.140321802	7.060938715	4.699491512	7.005345439	6.366972435	9.076074907	6.009254281	7.806411412	7.277794737	7.106675662	6.240358317	5.883514395	5.796097322	6.26664162	6.225409083	8.511784708	6.80674122	8.554786917	7.579175016	8.006548326	8.773884183	8.209247997	7.988011677	7.783234691	4.805412464	7.985103587
207724_s_at	4.318380979	5.15949196	5.145376685	4.533609227	4.445354699	4.844333331	4.808453817	4.330108994	4.485905655	4.834714781	4.955285307	4.682293801	4.655322117	4.857276542	4.881947884	4.622819861	4.751958956	4.631498275	5.090615597	4.263925418	4.510782341	4.727181816	5.020746513	4.444243208	4.625959243	4.245941915
207725_at	3.812489937	3.765920963	3.762825534	3.879590748	3.682246873	3.68618954	3.51015665	3.826648388	3.677190964	3.581152311	3.830154543	3.584670944	3.773988901	3.839587447	3.533288629	3.742577899	3.856299529	3.650950362	3.847584601	3.348609177	3.671325524	3.722761971	3.490539213	3.591206326	3.524134412	3.489439317
207726_at	4.345201335	4.369067691	4.508973041	4.566860639	4.262474855	4.40572855	3.98356926	4.23705944	4.25940826	4.188949562	4.390353945	4.25692334	4.266207148	4.602665473	4.306290173	4.449671447	4.274623953	4.259751312	4.259751312	4.203290035	4.135214985	4.040087066	4.075242456	4.380129583	4.127086926	4.322048371
207727_s_at	7.88815546	8.035807636	7.389089148	8.060327483	7.770405068	7.792986319	7.954534434	7.841447576	8.091169991	7.721068524	7.837204489	8.201943999	8.092925727	8.141911686	8.300731259	8.099751369	7.911925479	7.822871136	7.603324241	7.841970176	7.505441885	7.666854444	8.133077472	7.582395704	7.794106127	7.95963768
207728_at	3.852904232	3.614654748	3.677031076	3.674920132	3.660435689	4.099337514	3.619980698	3.851079678	4.097316832	3.850526507	3.786619861	3.940152767	3.733571866	3.589301697	3.839739748	4.045853335	3.968867546	3.943450654	3.964369119	3.953067015	3.988920424	3.955552768	4.001843244	3.987478431	3.829137083	3.871260766
207729_at	3.639134946	3.759597717	3.49995638	3.522150916	3.590365523	3.721830214	3.641854583	3.620537278	3.594220127	3.717418434	3.677369935	3.539353322	3.653856707	3.925114156	3.566941604	3.71360167	3.795478337	3.376846856	3.626320909	3.514298861	3.530184166	3.76829466	3.586670335	3.647362995	3.577589814	3.575483504
207730_x_at	7.829338428	6.616197036	6.992328565	7.523984697	7.852622529	8.079876752	7.649947786	8.464152191	7.607661127	8.399672369	7.091367953	7.48022887	7.281031627	7.419528674	7.417279209	8.099751369	7.795947459	7.376539449	8.006514737	8.247870733	7.809982083	8.584054759	7.669920297	7.7458371	8.165245187	8.335319654
207731_at	3.586722167	4.022439931	3.811006417	3.569044744	3.713815588	3.722295699	3.490294667	3.621106915	3.722469535	3.686168275	3.721435547	3.773435009	3.821389777	3.654458639	3.552994818	3.849755705	4.002022326	3.705473773	3.91916783	3.738026205	3.593436249	3.672609694	3.750949225	3.791103726	3.707959498	3.934080125
207732_s_at	5.155178297	5.815367718	5.559995801	5.621135644	5.341213569	5.182180153	5.869857149	5.113167205	5.399404677	4.703371269	5.925244104	5.502974525	5.391933207	5.260060166	5.154531835	5.220208496	5.479541711	5.983401848	5.130243711	4.892383311	4.954477582	5.383798713	5.315882547	5.298573382	4.771962298	4.894055123
207733_x_at	3.818578093	3.94949421	4.112260175	3.893325936	4.095004117	4.145072022	3.837272389	3.808680024	3.790538364	3.996824741	3.872440927	3.861018791	3.76184882	4.016100058	3.903968329	3.976864443	3.684734748	3.722919194	3.902951626	3.856315989	4.04041458	3.905549669	3.924750504	3.809893032	3.937532212	4.001679231
207734_at	5.754802952	6.876862628	6.698668035	5.647825596	7.261934497	7.520755653	5.933561674	6.881426776	6.606255919	7.196388716	5.297185621	6.756348926	6.262918554	5.547757716	5.874129967	6.34075545	6.16916346	5.819893121	7.53989271	7.14450823	6.400742871	6.268858884	6.463883269	6.927341206	7.782868648	7.199939875
207735_at	6.145518331	6.503994566	4.810380691	6.720813615	5.782139361	6.33450455	6.536200703	6.436987312	5.399116782	6.212909279	5.754916966	5.30273512	6.27622926	6.005620745	5.937911478	7.558730638	6.277924268	5.401015776	7.063148724	6.231713225	6.978662945	6.775271835	6.176648326	6.796340386	6.090363577	6.035213818
207736_s_at	3.540255812	3.901811543	3.789549315	3.578192962	3.557992161	3.896990764	3.57683872	3.795791675	3.718929371	3.644075144	3.585867302	3.581608973	3.711232758	3.758734319	3.694406068	3.709655993	3.698283205	3.80684853	3.717185922	3.795791675	3.888950693	3.683553851	3.849428045	3.828411497	3.831063158	3.855513288
207737_at	3.55584307	3.845544135	3.655101198	3.666430499	3.737346654	3.656944365	3.76061532	3.441347619	3.657282356	3.574135371	3.830120747	3.789863295	3.778665221	3.597039997	3.856299529	3.596891286	3.719526024	3.67145511	3.651449005	3.538188219	3.635058282	3.721995928	3.672618989	3.716863514	3.556670966	3.464497683
207738_s_at	3.633089755	3.801982835	3.493549643	3.617957399	3.772040316	3.969142745	3.86780408	3.45992407	3.52328983	3.56295635	3.788509012	3.721090181	3.722314347	3.49196286	3.77982239	3.587028612	3.829933395	3.789240409	3.910399641	4.012449745	3.775807668	4.699306408	3.984389083	3.908601139	3.909378464	3.728913003
207739_s_at	3.53300746	3.89106936	3.543905099	3.67039177	3.726615169	3.801488795	3.525863603	3.686795926	3.811350158	3.663436588	3.489404064	3.864419811	3.675117198	3.845188334	3.734710758	3.957738338	4.274026275	3.579005845	3.651218795	3.503605958	3.6883895	3.639561995	3.640641688	3.370282848	3.838649188	3.555544384
207740_s_at	6.594819326	6.868590013	7.342582178	7.42071517	6.838928344	5.685157836	7.675931333	6.938041735	6.858837386	6.923196304	7.272063369	7.898947687	7.696237913	7.200823548	7.492483734	6.677205049	6.866327205	6.85297035	5.709827469	6.331937285	6.158045851	5.900467094	6.208353538	6.27969185	6.847695416	6.366524526
207741_x_at	4.606572544	4.495347131	4.469343453	4.318479165	5.0902187	4.284275013	4.254915254	4.646572677	4.472414597	4.409729616	4.40217274	4.601106375	4.468703241	4.323998191	4.563467486	4.378475716	4.501883927	4.36694077	4.009221479	4.433150009	4.381426503	4.255371838	4.492892731	4.513867685	4.472840359	4.376106611
207742_s_at	4.047619019	3.746326579	3.636376515	4.166598214	4.168001078	4.08593032	4.064752446	3.907245054	3.871093206	3.719760462	3.902705753	3.855595955	3.871999395	3.864845095	4.070852547	3.707689328	4.093786501	3.64353946	3.847902878	3.702139021	3.894788824	3.864533716	3.813721981	3.884300742	3.81535051	3.764391408
207743_at	3.929225576	4.138188122	4.007920025	3.994086279	4.015223193	4.294236325	3.967672841	3.921856561	3.941946468	4.045388166	4.225691459	3.906788392	4.113823486	4.029761091	3.796176515	3.820710415	3.854321438	4.288204182	4.055653382	3.88274304	4.02089025	4.072284485	4.126861839	4.045526388	4.020470409	3.986033981
207744_at	3.46992927	3.501588735	3.352671592	3.53859808	3.548680921	3.497198234	3.565483356	3.554103099	3.550734698	3.444740144	3.494319999	3.337397356	3.4824027	3.496414984	3.391835875	3.757024265	3.412375256	3.453174236	3.53796022	3.490413717	3.473219702	3.510477154	3.426484863	3.491881537	3.478099061	3.60973891
207745_at	4.581531163	4.594114546	4.635184808	4.717098112	4.623459124	5.096499646	4.345526754	4.705428179	4.559924754	4.659123002	4.498103074	4.402837625	4.727118776	4.797803988	4.443163887	4.666182274	4.800036405	4.665729648	4.664220939	4.578788833	4.241999836	4.45974096	4.196494916	4.394565842	4.287099345	4.490693579
207746_at	5.074792917	3.868347171	4.458397008	5.204928429	4.259557715	4.324031578	5.560335234	3.882110503	4.103233988	4.17445265	5.288311003	4.673813426	4.329593848	4.599156711	4.360259204	4.258143257	4.593775095	5.171158862	3.743251752	3.952218377	4.298873078	4.414114901	4.457405661	4.46228646	4.147606907	3.828169847
207747_s_at	4.985199296	4.495360488	4.294154853	4.729284919	4.591385039	4.847205845	4.64264977	4.820257407	4.426216953	4.687540575	4.551813538	4.600792107	4.708367491	4.63701757	4.890497872	4.430218743	4.2747739	4.870870108	4.34475749	4.514576497	4.793193469	4.645993542	4.717016402	4.66812303	4.842404233	4.568307172
207748_at	3.875179477	4.128566165	3.935806966	4.08827074	4.180893084	4.100504925	4.251463816	3.937788711	4.158583058	4.027600456	4.297216132	4.36575305	3.912233905	4.284078011	4.150756232	4.214598651	4.057622163	4.083349508	3.862478199	3.944602292	3.896694542	4.301767444	4.243983636	4.062289998	4.072579871	4.041144205
207749_s_at	3.889936592	3.967090242	4.117075012	3.734370862	4.188948529	4.633421992	4.027452401	4.091779306	3.75784287	3.857068021	4.046417683	3.605617683	3.872872724	3.690257937	3.970391111	3.628917872	3.955028985	3.927640165	3.856671716	4.109995513	4.059227578	4.138450063	3.822068293	3.947811751	4.103670501	4.115230961
207750_at	3.549002066	3.735747958	3.551142473	3.773052714	3.576913852	3.677732718	3.784134171	3.569748895	3.467064551	3.612025969	3.605690135	3.483950717	3.400906859	3.695772974	3.75521209	3.651354051	3.427960312	3.528101782	3.834125627	3.454855892	3.525010981	3.56331614	3.346927478	3.581652557	3.488286834	3.45547089
207751_at	4.074143801	4.445047631	4.026305809	4.031635033	4.196719434	4.415725953	3.885499924	3.807960562	4.034064888	3.857235113	4.243732566	4.075553387	4.054664163	4.233923527	4.119080736	4.212559143	4.066388484	3.884848309	4.041182625	3.854670088	4.003323926	3.960579623	4.151529007	4.187317313	3.898443974	3.734651063
207752_x_at	4.869912572	4.759050375	4.519243969	4.710671925	4.525739761	4.855830511	4.646657844	4.732860965	4.923035808	5.171576676	4.599469364	4.687883783	4.68540631	4.883611956	4.406830294	4.553598501	4.782753118	4.803129893	4.687325266	5.282893911	4.959475101	4.794336554	4.887568042	4.723210535	5.365417405	5.326721934
207753_at	5.388456681	4.567767011	4.478514016	5.124132519	5.26155283	4.953499031	4.8364251	5.478732041	5.507823109	5.885057844	4.848704445	5.100115622	5.156994827	5.017213416	5.090593384	4.988491221	4.543953178	5.336832335	5.754574862	5.597001983	5.152065979	5.422464726	5.132703015	5.679544451	5.244176088	5.51894287
207754_at	3.782802516	4.239499634	4.006637596	3.977420737	3.815869433	3.8535318	3.826805198	3.736139655	3.706392385	3.85975094	3.697587624	3.80386709	3.88777943	3.720485114	4.01004251	3.826361217	3.99097913	3.629355187	3.786338111	3.741662538	3.987827292	3.758528367	3.90491547	3.779414352	3.826598002	3.743763021
207755_at	4.02341714	4.166059491	4.106321513	3.606455667	3.699606475	3.983704467	4.070233294	3.716751108	3.774338917	3.905114695	4.013914137	3.82811695	3.948859989	3.834235644	3.719546053	3.673970342	3.97692298	4.007475027	3.977981862	3.752978679	3.846791972	3.751299433	3.717731935	3.923314222	3.690656639	3.847437401
207756_at	4.005476743	3.84974643	3.723765449	4.214288383	4.067534199	3.92802231	4.036152947	4.12484584	3.936467758	3.732801112	4.025866946	3.84445634	3.872872724	3.922732219	4.229139175	3.678894892	4.121576741	3.716127569	3.891708062	3.676012829	3.886790441	4.037040983	3.928215667	3.675513534	3.699794439	3.524564404
207757_at	3.836577107	3.69672549	3.958734049	3.598353876	3.922561929	3.677759687	3.794897651	3.631269956	3.852772183	3.993924984	3.73518481	3.72507001	3.76085003	3.736355655	3.828572823	3.730040243	3.762033522	4.017988288	3.844247079	3.770373751	3.841343224	3.857907246	3.888703471	3.966589544	3.857715819	3.778111608
207758_at	4.420014774	4.106845152	4.311222602	4.772617709	4.50788455	5.012044949	4.452434916	4.500062231	4.171628888	4.354154293	4.266141901	4.084497063	4.225872077	4.483593317	4.329402946	4.426110376	3.964992041	3.968678272	4.828632989	4.380652126	4.041251524	4.298901135	4.282360775	4.14341359	4.15968512	4.329406018
207759_s_at	3.720476605	3.490409493	3.379308843	3.525958866	3.558900389	3.519545502	3.469745589	3.611373203	3.49971454	3.328885159	3.623608417	3.442130031	3.633085586	3.735526251	3.773052714	3.494582724	3.915989468	3.518567309	3.472979581	3.656018639	3.734851372	3.441640667	3.698962444	3.517947279	3.554849441	3.521818459
207760_s_at	8.563494811	7.379025071	8.03087118	8.456748484	8.61912989	8.300015534	7.973878885	8.772404711	7.367063903	8.615286334	8.451812839	8.585342745	8.184720706	7.637283946	8.1299484	7.651218831	7.69361482	8.413789806	7.759699274	8.455653155	7.861807395	7.866564489	7.516119539	8.110733221	8.143056415	8.555206538
207761_s_at	6.611805575	8.696006647	4.928698545	5.492706887	8.538478175	8.796767496	6.481199688	8.8220796	7.606537205	7.397023126	5.521868344	6.162302446	7.189821735	6.27365529	6.274920568	7.562934678	5.956922211	5.869850241	8.918231116	7.52802182	7.020417002	5.537322324	8.432347946	7.460665509	6.468401463	7.660680604
207762_at	3.680933913	3.734276836	3.637405264	3.894934125	3.756324804	3.965129604	3.687537609	3.47453867	3.698546663	3.880101873	3.859167738	3.525569523	3.716831927	3.622599545	3.674656906	3.909111796	3.697825199	3.520128554	3.711229712	3.578724253	3.787127366	3.696660599	3.706858888	3.789123542	3.755987443	3.772799538
207763_at	4.385616858	4.894678933	4.270524492	4.413149276	4.710224938	4.574606912	4.451466879	4.602993887	4.401433843	4.273667035	4.401661147	4.548804323	4.615661362	4.670761298	4.31456192	4.61298046	4.379904397	4.466423693	4.282890138	4.428115701	4.411815401	4.288307012	4.554779731	4.534510469	4.342192579	4.43570671
207764_s_at	4.379872171	4.744499479	4.57584156	4.494382687	4.277301181	5.483705557	4.725952893	4.787645645	4.237435123	4.337010114	4.151808388	4.384612015	4.603155324	4.513735012	4.400816051	4.809645002	4.473108392	4.827351208	4.540611904	4.250073963	4.701927792	4.272837702	4.488564184	4.294165341	4.373061766	4.014574615
207765_s_at	6.404400325	6.582700565	5.833353768	6.302917915	6.756107969	6.481065926	6.015881638	6.926736302	6.502356864	5.993239527	6.305894447	6.301363618	6.418112142	5.837380586	6.589555686	6.369263858	6.332049727	6.605919215	5.874262008	6.632430976	6.15856879	5.983461995	6.249564246	6.558045538	6.069793657	6.53726637
207766_at	4.159722916	4.382387933	4.315491732	4.39177743	4.359608917	4.49645016	4.414044926	4.065033411	4.277086286	4.332694781	4.111646255	4.393042116	4.558295301	4.358690059	4.427333798	4.39177743	4.092049347	4.366985998	4.2713567	4.218021177	4.135997592	3.96362432	4.292612622	4.29377837	4.478597106	4.059488619
207767_s_at	4.065217637	4.068530582	3.987194017	4.211326127	4.26873202	4.997358532	4.059744929	4.412949599	3.961432283	4.483582119	4.039447296	4.114216056	3.872872724	4.270191769	4.079929207	3.819186731	4.478134556	4.147087712	5.247763974	4.596247957	3.965952415	4.119184649	4.13798046	3.989862833	4.269225612	4.627390699
207768_at	4.145040595	3.96088627	3.912658016	4.052829734	3.915078993	4.601858252	3.868638322	4.043664941	4.230994002	4.134391812	3.778409392	4.207789787	4.101155126	3.713877324	3.684511909	3.952603602	3.99575398	4.007669854	5.916776781	4.747763137	3.958302919	3.701993544	3.808518189	3.838668767	4.120306474	4.627135781
207769_s_at	7.770925513	8.941102288	8.70632119	8.291747371	8.633968354	7.356932676	8.468629185	8.349485144	8.566885899	8.352508332	7.95029578	8.557539523	8.35758261	8.814903675	8.294954603	8.929249555	9.34373142	7.65870062	8.556578985	8.574833818	7.943259653	8.082195169	8.204175898	8.075789277	8.384554277	8.519881652
207770_x_at	3.632549056	3.804834977	3.897127599	3.950060786	4.053088348	4.264296946	4.010459036	3.932711927	3.749773125	3.907582928	3.889008806	3.770685597	3.935610131	4.223676606	3.996205224	4.131359382	3.891977816	3.860798123	4.127438457	3.753540033	3.872872724	3.936210099	3.920388148	3.914079891	3.948030875	4.041367365
207771_at	4.641867794	4.322153357	4.604706616	4.448173834	4.40691215	4.896898055	4.349054465	4.537228369	4.35946301	4.363286524	4.612366943	4.174730985	4.194532788	4.556979296	4.505726443	4.461081331	4.493752452	4.378073108	4.48140085	4.448043369	4.424683721	4.510523373	4.33901935	4.28692776	4.398568176	4.40807895
207772_s_at	4.483953821	4.151279414	4.115131049	4.731915943	4.169340014	4.531459452	4.409675041	3.957623815	4.085391668	4.148141336	4.224994689	4.247276165	4.422448525	4.223512287	4.268968246	4.139585871	4.496314197	4.359594216	4.263189069	4.250942452	4.220232158	4.074184834	4.137683336	4.194969596	4.293810304	4.267704304
207773_x_at	3.798399987	3.636013735	3.458482436	3.762456031	3.727576363	3.800846745	3.778144831	3.569824481	3.771134094	3.615065834	3.764734718	3.560110434	3.627956191	3.572616066	3.678670355	3.469752825	3.578897263	3.402006114	3.537590372	3.6360044	3.605241845	3.623463985	3.716273522	3.702305067	3.688205511	3.647775813
207774_at	3.838959202	3.799298354	3.987517011	3.847325128	4.134133352	4.113537426	3.971211735	3.715084796	4.223771567	3.81803954	4.014389675	3.98081749	3.72715461	4.048270284	3.848954734	4.172914124	3.63872286	3.80684853	3.81159776	3.908272945	3.800515803	3.959707711	3.978873811	3.923314222	3.856752221	3.859699553
207775_at	3.674920132	3.90952683	3.735051759	3.505389244	4.057521242	3.717952566	3.821549097	3.826648388	3.735882438	3.457293499	3.986284565	3.589067047	3.850351721	3.807955187	3.694406068	3.549293407	3.975853903	3.645495141	3.772271569	3.618670984	3.588945065	3.579023352	3.634683383	3.421453609	3.43388221	3.388517259
207776_s_at	4.082983986	4.403790392	4.13941009	4.064998001	4.363300334	4.485014125	4.221390726	4.297006825	4.158583058	4.143683291	4.295553139	4.209098735	4.070822468	4.271488934	4.275284649	4.357972948	4.284111598	4.035935338	4.164275518	4.101596282	4.11852181	4.186824125	4.323496588	4.230782194	4.024042762	4.133639486
207777_s_at	8.405007192	8.232692137	7.765540983	8.236145966	8.121475522	8.696955711	8.324358099	8.856186466	8.754684759	8.525392118	8.114245438	8.727998147	8.393158974	8.686668162	8.569284289	8.877754298	8.663648076	8.712012619	8.763557405	8.442052819	8.744315707	7.975075199	8.915945048	8.724406708	7.84200496	8.449857282
207778_at	4.02893459	3.882589215	4.10034013	4.09118944	4.283280228	4.603348452	4.155724673	3.862008796	3.972303814	3.954904697	3.975059519	3.883385242	4.099497326	3.960801633	3.957641204	3.908361474	3.884677472	3.868004887	3.995699878	3.902722479	3.988102077	3.973134735	4.178928624	3.815930112	4.062313244	4.222895282
207779_at	3.98694723	3.590892122	3.707902146	3.775348371	3.739458739	3.818776338	3.721597802	3.722662161	3.672722545	3.536999167	3.965433963	4.044915001	4.063121281	3.889467276	3.770538271	3.513937524	3.681567051	3.681089906	3.666982057	3.497447743	3.651428501	4.143539049	3.775434846	3.60696671	3.712349252	3.577926311
207780_at	3.664542781	3.915596844	4.042688172	3.847670581	3.713225323	3.70232816	3.856807617	3.666163409	3.77151585	3.714889348	3.783864738	3.861408457	3.765328004	3.865086503	3.612164777	3.792176451	3.972435585	3.625206907	3.852751405	3.965321517	3.680848542	3.790052584	3.771315967	3.784064621	3.781113049	3.694556372
207781_s_at	3.542249468	3.588940271	3.479620035	3.746742119	3.44996131	3.705467488	3.683809961	3.708407712	3.543905099	3.497647655	3.390281365	3.636097123	3.592370206	3.625508872	3.784453941	3.589418437	3.88403918	3.745492433	3.823195774	3.584127884	3.593288558	3.733787696	3.52461505	3.5689282	3.548076511	3.704954529
207782_s_at	6.339909904	7.510391486	6.983573784	6.563421975	7.007390882	7.736693247	7.058801918	7.197849723	7.409079528	7.35693294	6.767178306	7.270640581	6.938342015	7.582958079	7.260120443	8.08679531	7.125564581	6.938811121	6.9517941	6.406709577	6.701007743	6.469753766	6.651996386	6.267499293	7.41433056	6.52094457
207783_x_at	13.5369956	13.53310972	13.46239771	13.60938676	13.70864065	13.54166636	13.37536999	13.62022498	13.47674667	13.7371757	13.49354777	13.5461154	13.51610887	13.56389632	13.50695329	13.60155037	13.58354977	13.59693401	13.57996404	13.62605845	13.57101841	13.66082391	13.49439645	13.47179274	13.7205649	13.65027324
207784_at	5.263303792	4.649752797	4.350482128	5.31268238	5.154077535	5.442625351	4.942986195	4.941626605	4.942786004	4.632639432	4.742894964	4.809784081	5.130117301	4.78983698	5.081787435	5.12249064	5.253557988	4.803074576	5.274445878	4.629347572	4.743020269	4.835509968	4.820047618	4.560129967	4.698156528	4.683773462
