ID_REF	Ctrl_1	Ctrl_2	Ctrl_3	Ctrl_4	Ctrl_5	Ctrl_6	Ctrl_7	Ctrl_8	Ctrl_9	BRCA1_1	BRCA1_2	BRCA1_3	BRCA1_4	BRCA1_5	BRCA1_6	BRCA1_7	BRCA1_8	BRCA1_9	BRCA2_1	BRCA2_2	BRCA2_3	BRCA2_4	BRCA2_5	BRCA2_6	BRCA2_7	BRCA2_8
200025_s_at	13.03857085	13.14474297	12.93313284	12.82838858	13.17838623	12.95220813	12.97118124	13.26844075	13.14888566	13.41888444	12.86798126	13.05005556	12.78837117	13.15676265	12.84211892	13.14640279	13.18691962	13.09813284	13.40232824	13.43206692	13.15842247	13.29266136	13.21186524	13.16288973	13.26708116	13.40907224
200026_at	13.09049652	13.15970347	12.76001335	12.93965687	13.3653522	13.33354081	12.8474336	13.26293813	13.25551466	13.39379646	12.78736854	13.06764513	12.74639417	13.25697832	12.59893157	13.38975939	13.21556354	12.68742191	13.15531016	13.54101782	13.32334733	13.32112702	13.424914	13.21083189	13.32305871	13.52894328
200027_at	9.659168789	9.789281822	10.337789	9.956626734	10.10456516	10.22062938	10.38606657	9.952161753	9.844635991	10.49702314	10.06380962	10.30638739	9.873079787	9.772464782	10.14553769	10.24756332	10.33394285	10.5631951	10.2435498	10.31769872	9.763548275	10.79344596	10.11627199	9.673670148	10.36183832	10.33793467
200028_s_at	9.701214384	9.981506887	10.45880432	10.35128952	10.19746128	9.963307997	10.41902236	10.16574635	10.09086495	10.25067815	10.30749288	10.34237965	10.3953855	10.3767778	10.64060977	9.974371634	9.509508184	9.791824385	9.987393296	10.12930333	9.459253574	9.841655591	9.887140795	9.605991936	10.08905366	10.12887883
200029_at	13.33628334	13.23851644	13.01756938	13.18810685	13.42664099	13.44930917	13.33786459	13.63999993	13.29771091	13.59096772	13.26949592	13.20143488	13.34438255	13.33771896	13.25810164	13.40631226	13.42354474	13.44085004	13.38224154	13.42013313	13.27534666	13.40702201	13.37143181	13.30640449	13.25061956	13.39957314
200030_s_at	11.78673159	12.02784316	12.03008211	12.09843581	11.81065922	11.72195478	12.26211074	11.67229778	12.00259539	11.5897494	12.4376426	11.7695119	12.31589043	12.19733775	12.18081289	11.65149745	11.4136266	11.63498751	11.64165223	11.64648225	11.5337904	11.47219019	11.67486401	11.66129711	11.77001685	11.62664894
200031_s_at	13.39151633	13.77580652	13.66745918	13.36705803	13.52718927	13.92298314	13.74747889	13.98725773	13.85354049	13.78610857	13.50791069	13.73985535	13.40321307	13.77965326	13.40128798	13.92563389	13.99496809	13.90358463	14.06209725	14.12936041	13.97736479	13.99597798	14.05996186	14.01385783	13.81752468	14.10267345
200032_s_at	13.7853299	13.7152175	13.58879401	13.56090405	13.72234823	13.68049485	13.67601527	13.69742287	13.81223185	13.76775058	13.60194143	13.75759955	13.59991153	13.75865563	13.53300697	13.73577057	13.8191159	13.67540703	13.79194172	13.91242156	13.8810261	13.89155417	13.76933887	13.72406517	13.74680495	13.90439578
200033_at	11.17809088	11.50130841	11.69405321	11.5071647	11.98754052	11.80827147	11.67051893	11.79622392	11.60153188	12.19645514	11.4936611	11.77140756	11.41353916	11.41902648	11.32111102	11.48713084	11.12625673	11.71175229	12.29704021	12.3258025	11.66408817	11.93252662	11.88545154	11.50260537	12.29965874	12.33073126
200034_s_at	12.70096204	12.91874748	13.03209401	12.77625899	12.97521637	12.9225964	12.99734571	13.08400352	12.9792237	13.20703155	12.90645014	12.80293569	12.8891342	12.88490461	12.92509787	12.893566	12.57169524	12.71433654	13.11647441	13.06364317	12.88946155	12.90855027	12.87418789	12.71728139	12.97963153	13.07945709
200035_at	9.214168774	9.136546543	9.096005628	9.413277849	9.240076567	8.999288108	9.033822627	9.560147815	8.599053786	9.435048549	9.212625173	8.977609608	9.313385311	8.836516061	9.002002999	8.895241763	9.02178025	9.430823386	8.422358068	9.14631726	8.63981045	8.651289754	8.568100226	8.577597025	8.539088928	9.226420204
200036_s_at	13.23201671	13.28174258	12.96428529	13.03188034	13.22728548	13.2191442	13.25948672	13.38475489	13.33871039	13.37312013	13.04198999	12.79338336	13.16945442	13.3367305	13.05432275	13.29300609	13.18723418	13.25614525	13.28550226	13.32544598	13.32624424	13.22393321	13.3411591	13.24482678	12.98806375	13.34265164
200037_s_at	10.44225668	10.35420093	10.68079753	10.62292609	10.16885241	9.719353922	10.6559089	9.863474963	10.37021275	10.68979308	10.55793216	10.49720872	10.50572826	10.42540572	10.7507671	9.994485047	10.18811305	10.05525365	10.406491	10.50290809	10.60200538	10.5095327	10.76499061	10.36919312	10.60791132	10.46540923
200038_s_at	12.62614409	12.60192052	12.70234918	12.60400866	12.86791006	12.59149559	12.54202728	12.81605368	12.86328508	12.79125306	12.65514123	12.39324232	12.31006101	12.78597737	12.32296518	12.82968385	12.80239752	12.50144526	12.76947228	12.96216469	12.90249407	12.90771672	12.74465658	12.51805579	12.7593942	12.9064945
200039_s_at	10.66613883	11.07231026	11.49239235	11.4810447	10.80125578	10.6803749	11.54935177	10.46459947	10.90492225	10.09210449	11.58667928	10.97162593	11.45729445	11.04253046	11.54580017	10.20552674	10.29811055	10.63514862	10.48830892	10.27211155	10.28212675	10.36311434	10.17365817	10.50900174	10.76035992	10.27066922
200040_at	10.63511185	10.25726296	10.64755799	10.72511954	10.47223634	10.32294774	10.58583701	10.08929323	10.52114869	10.57841327	10.67857084	10.53533536	10.61275916	10.51836854	10.72063764	10.22206347	10.02213017	10.26595794	10.41357864	10.41541281	10.57646886	10.41653309	10.46583083	10.51089491	10.515395	10.38615246
200041_s_at	10.92674226	10.38336228	10.86133622	10.86466708	10.80691023	10.64548076	10.86449313	10.65557147	10.73170797	10.8718061	10.92576217	10.8540419	10.88420573	10.86549168	11.08136647	10.79736698	10.50261961	10.57962041	9.913817833	10.68308361	10.47896207	10.56609045	10.22351421	10.60014746	10.50042655	10.67201649
200042_at	9.455064896	9.544344258	10.08140547	9.679832877	9.194929202	9.367246291	10.06142656	9.061990773	9.566346447	8.949749942	9.74886459	9.75131841	9.738860743	9.693308763	10.30209243	9.481876637	9.479779865	9.452116797	9.296474603	9.423945791	9.5418717	9.433387114	9.514781361	9.403822666	9.365187965	9.437111424
200043_at	10.53019165	11.0740725	11.37477187	10.89321386	10.52914494	10.69873788	11.48006426	10.40763713	11.18037355	10.52673853	11.54468683	11.14317324	10.90702057	11.26205432	11.13183952	10.76781728	10.71783274	10.64609986	11.15606977	10.72725936	10.85036379	10.72763128	11.22712982	10.85594747	11.03572553	10.74420769
200044_at	10.0349872	10.35004516	10.55854465	10.3660722	9.997207858	10.16180063	10.64965665	10.16874418	10.48664127	9.725595329	10.26167582	10.34976964	10.44773872	10.5497434	10.34066304	10.12855512	9.952628971	9.817300058	10.17399908	10.17384996	10.03432975	9.965238408	9.924818001	10.10161524	9.89653806	10.14135945
200045_at	9.37764976	8.979811045	9.323041303	9.461330915	9.218116561	9.424968183	9.241040916	9.157469794	9.005774486	9.38041901	9.480906288	9.175820015	9.477301613	9.234997893	9.466162152	9.046104857	8.982274838	9.404893338	9.073834542	9.131948716	8.820324918	8.89062014	8.672145083	8.897270949	8.912384911	9.094152611
